uid,mid,date_watched
3826,1668,2023-10-09
7357,28153,2023-12-09
546,8205,2023-11-21
10762,37891,2023-10-17
11509,24538,2024-02-18
9824,11218,2023-10-19
3188,33742,2024-02-17
977,20655,2024-02-23
4503,1409,2024-01-13
4163,42904,2024-03-29
13222,18673,2023-09-24
10853,41507,2024-04-20
3372,1219,2023-08-10
8661,36146,2023-08-17
12833,43733,2023-09-15
11984,30106,2023-12-25
8046,4099,2024-03-13
11349,7620,2023-10-25
4785,11940,2023-07-19
11537,18227,2023-08-28
13616,25323,2024-01-12
4690,16879,2023-10-15
4654,6561,2024-04-09
7386,38279,2023-08-03
8255,36213,2024-04-20
207,29300,2024-03-07
5226,7544,2023-11-03
3292,23947,2024-06-03
10665,31741,2023-10-14
10211,7254,2023-12-27
234,13776,2023-10-18
1519,32814,2024-02-13
3044,27633,2023-10-29
3263,2058,2023-10-15
8803,33432,2023-11-08
10903,37437,2023-07-23
6138,18414,2023-11-22
7084,30226,2024-05-22
7331,38486,2023-12-01
6356,2697,2023-10-15
982,16102,2023-11-23
3199,8832,2024-03-08
13724,19048,2024-04-27
144,5005,2023-09-08
4046,22706,2023-07-31
3655,21510,2023-10-01
113,37171,2023-11-14
4916,43556,2024-07-08
6435,14663,2023-12-10
8153,38681,2023-09-19
9760,395,2024-05-11
12348,36366,2023-09-14
2701,10525,2023-09-01
7941,33098,2023-10-08
8738,26674,2023-08-17
6527,17157,2023-09-12
13547,1646,2024-05-09
13490,29050,2024-01-08
3860,9816,2023-07-30
2533,1849,2023-12-04
12597,34330,2024-03-22
9836,33542,2024-03-12
6453,7312,2023-08-08
11761,21564,2023-08-24
8414,15204,2023-07-28
6036,9291,2023-10-26
7739,34819,2024-07-04
4950,17132,2024-01-25
6642,30144,2023-09-13
7291,24510,2023-09-03
6006,22245,2024-06-01
6576,36742,2024-06-20
2856,26899,2023-10-08
4551,34384,2023-08-15
12951,20139,2024-05-11
9702,43263,2023-12-03
6456,5507,2024-02-25
5788,20606,2024-06-17
5883,13055,2024-03-15
296,28232,2023-11-13
6255,13862,2024-07-04
10656,11588,2024-01-14
612,13516,2024-01-03
7832,21676,2023-10-24
13731,38623,2023-08-27
13818,16601,2023-09-08
9628,27893,2023-10-01
13063,17744,2024-02-14
2083,3775,2023-11-14
11832,21802,2023-10-13
13874,37696,2024-04-30
12807,28854,2024-06-03
3897,4430,2023-07-17
5903,4607,2023-08-23
11562,4479,2023-10-20
11941,18281,2023-12-19
7257,40135,2024-04-30
10721,4428,2023-11-21
13160,5362,2023-09-23
6336,25476,2023-07-12
8494,642,2024-03-08
5728,21731,2024-02-01
5850,21114,2023-11-03
10920,20012,2023-10-06
6404,42854,2024-04-29
4212,19660,2023-07-28
8440,36819,2024-05-31
11653,37322,2024-03-22
12601,21310,2023-08-21
13051,18689,2023-11-20
1613,28177,2023-11-09
6258,3344,2024-06-10
2695,2057,2024-01-23
13332,19193,2023-08-31
2290,23477,2024-06-27
12785,9417,2023-11-09
12978,39995,2023-08-10
3649,887,2024-01-17
10701,8585,2023-10-07
13820,27767,2024-05-06
2944,18831,2024-04-09
13540,20290,2024-06-21
1837,11531,2023-08-16
1401,3592,2023-11-14
3944,28343,2023-11-07
12455,21396,2024-01-11
12863,16739,2023-10-25
7614,2632,2024-06-28
12942,17906,2023-09-07
13127,19057,2023-07-28
13849,23547,2024-05-30
4290,35448,2023-07-14
5273,37191,2023-08-15
2650,26015,2023-07-16
2400,7464,2024-01-25
12795,42382,2023-12-05
7714,1781,2024-06-01
9375,26108,2024-02-12
2737,31588,2024-02-26
9464,42193,2023-08-27
6504,39340,2024-04-29
13203,24969,2024-04-30
4852,33594,2024-06-09
3089,43924,2023-11-07
8846,23661,2024-02-02
11251,2396,2023-07-14
1366,36914,2024-06-23
1908,31849,2024-02-28
11202,15780,2023-11-22
8896,5493,2024-05-21
2556,29723,2023-10-11
4215,7112,2024-02-02
6219,9985,2024-06-22
8570,32017,2023-09-02
13855,27641,2023-12-05
11215,6793,2023-12-09
4491,26925,2023-07-18
9378,32578,2024-02-01
13413,7712,2024-05-14
911,20013,2023-08-18
7399,34334,2023-08-25
7426,36436,2024-06-11
177,39228,2023-08-27
2015,4097,2023-12-02
7912,1020,2023-08-24
11778,24313,2024-06-05
11431,9477,2023-07-19
2188,8255,2023-11-28
13000,32420,2024-06-23
7166,11585,2024-07-02
8062,5966,2023-10-16
8462,11465,2023-08-16
5380,12440,2024-01-23
10991,37490,2024-06-27
5032,41177,2024-06-04
464,32964,2023-11-05
1913,28441,2024-01-01
2196,3274,2023-08-27
13072,15331,2023-11-20
3585,21495,2023-10-05
1874,10887,2023-08-16
7769,3213,2024-01-07
1459,35524,2023-11-17
7389,17906,2023-10-11
13815,22059,2024-02-16
12749,1081,2024-06-04
11629,32676,2023-08-18
13026,22008,2023-10-20
3771,17106,2024-05-11
2521,30280,2024-05-17
8359,17947,2023-09-25
8184,640,2024-04-07
3057,12503,2024-05-22
13654,37959,2024-03-08
954,28364,2023-09-12
12143,3737,2023-08-16
4233,16474,2023-09-14
2519,34020,2023-10-04
9351,42063,2023-07-31
10504,21088,2023-07-22
4112,28490,2023-07-17
10546,36821,2024-01-28
13899,19326,2023-11-25
12038,272,2024-02-20
10373,18415,2024-06-18
8655,24221,2024-04-30
11091,42426,2023-09-25
8437,9388,2023-08-07
1229,11280,2023-08-22
13886,27585,2023-07-28
13842,39810,2023-09-15
5261,41477,2024-01-16
5214,10858,2023-12-20
5789,42262,2024-03-30
11071,8053,2023-08-19
6231,16996,2024-06-09
5580,13581,2023-12-24
4259,18241,2024-04-26
2441,17911,2024-02-12
5134,10217,2023-11-04
4992,38998,2024-06-13
10537,24912,2023-07-21
8347,34867,2024-01-15
5136,15439,2024-01-05
11297,7866,2024-05-27
3996,16558,2023-11-29
1432,12212,2023-12-07
1279,33269,2024-06-11
4521,3647,2023-10-04
1646,42817,2024-06-16
12720,23925,2023-09-13
1724,44113,2024-06-30
9614,9911,2023-09-20
1621,1779,2023-11-05
9960,19442,2024-06-23
1456,5191,2023-11-10
9860,15305,2023-11-16
10973,39766,2024-03-02
4465,27290,2024-04-16
5378,4748,2023-10-20
7705,9287,2024-01-19
10653,46,2023-12-17
12044,29743,2023-09-25
10721,7759,2023-10-27
2088,23438,2023-10-06
964,19586,2024-02-25
1109,33224,2024-06-01
10198,9855,2023-11-15
697,17350,2023-09-20
12108,30693,2024-02-21
785,21349,2023-11-13
8780,34297,2024-04-07
584,35745,2023-07-03
6959,19456,2023-08-28
7335,13289,2023-10-24
10843,6388,2023-11-08
12772,35290,2024-01-17
7881,39294,2024-04-17
8119,33895,2024-06-06
389,23017,2023-10-06
5583,40485,2024-02-01
4122,30216,2023-11-01
11130,16103,2023-09-11
3007,3405,2024-06-30
10004,37261,2023-11-07
10883,35112,2023-07-27
4839,107,2023-12-12
1968,15196,2023-09-06
12950,27154,2023-07-14
3353,29606,2023-10-06
2912,37570,2024-04-04
8731,5581,2024-07-05
3736,5401,2024-03-03
4553,39644,2023-10-20
5402,30650,2024-01-23
9028,30497,2024-06-16
2136,20638,2024-05-29
774,41425,2024-02-18
10754,39016,2023-08-30
11984,6178,2023-09-23
5833,7270,2023-12-30
5763,14975,2024-02-24
9645,14038,2024-03-06
7792,18757,2023-09-09
8128,16168,2024-02-13
157,23219,2023-09-23
7924,25168,2024-05-01
10846,43149,2024-03-27
13545,6618,2024-04-15
12056,21535,2024-02-21
7447,25460,2024-04-16
13611,20543,2023-08-08
7010,304,2024-01-22
12638,29757,2023-12-30
8421,12684,2024-01-03
3739,32696,2023-11-10
5065,11026,2023-07-30
13204,20891,2024-03-11
10422,18716,2023-11-20
8098,4562,2023-10-11
3373,32848,2023-09-12
7391,36532,2023-08-24
9109,27408,2024-02-21
3169,21581,2023-08-29
13356,10170,2023-07-24
11268,17117,2023-07-22
8407,36745,2023-08-01
7647,22044,2024-06-15
1732,2125,2024-06-03
13747,39421,2023-07-03
5198,38052,2023-09-08
9211,7177,2023-12-07
739,25775,2023-09-26
2127,18677,2024-06-29
2856,24761,2023-08-28
2163,998,2024-03-08
336,43770,2024-02-04
2763,37433,2024-01-17
897,13118,2023-09-15
5154,11232,2024-03-11
12451,29752,2024-03-03
13535,7441,2024-03-26
290,19912,2024-05-02
2282,43987,2023-11-16
11802,15609,2023-09-16
2425,29666,2023-09-18
10646,27158,2023-07-10
4936,28780,2024-05-31
3701,29969,2023-11-01
8563,27388,2024-01-02
155,4091,2023-08-03
11677,24946,2023-10-29
10200,40240,2023-09-18
4022,3744,2024-01-22
6391,30925,2023-08-22
13717,10197,2023-12-03
2686,26280,2024-03-30
8853,39777,2024-06-22
12222,3325,2023-11-12
9858,41401,2023-10-06
13004,19642,2024-02-26
6216,27483,2023-08-14
1295,32995,2024-01-15
12696,14864,2024-04-16
2949,37487,2023-10-22
11182,38441,2024-04-02
7119,24112,2024-02-26
9523,3200,2023-12-03
7067,38039,2024-06-16
231,7898,2023-08-13
1124,41433,2023-09-18
10443,14893,2024-05-07
2689,8272,2023-11-15
7301,37927,2023-11-28
756,24816,2024-02-27
2567,33358,2023-11-20
10964,9553,2024-05-06
10595,16268,2024-04-24
181,18269,2023-08-19
10799,14264,2024-03-18
6314,5400,2023-12-08
8238,29812,2023-08-31
7063,29007,2023-08-24
11229,41272,2024-07-06
2868,1077,2023-07-31
10791,7236,2024-05-25
13691,23222,2024-04-15
11597,16418,2023-12-16
1795,32540,2024-03-22
11957,34610,2024-05-03
2795,37250,2024-01-01
6910,33903,2024-05-29
11916,23646,2023-07-03
12877,21683,2023-12-08
1742,23402,2024-03-16
6133,7772,2023-08-17
5259,41336,2024-03-10
5615,8916,2023-09-12
11605,13899,2024-05-30
3782,1914,2023-12-13
691,37066,2024-03-16
4640,27069,2023-07-04
8771,1943,2023-10-27
8932,20389,2024-03-29
11376,17716,2024-02-11
4852,338,2024-06-16
13140,23451,2023-09-08
4479,10058,2023-12-29
9007,27714,2024-06-17
4828,8984,2024-03-20
7176,19996,2024-07-04
8785,36469,2023-12-28
7212,26093,2023-07-05
4824,12146,2024-01-13
1768,38887,2023-08-16
11354,23490,2023-08-09
8401,31037,2023-10-30
11266,29614,2023-11-12
13056,28485,2023-11-17
10023,2674,2024-06-14
13640,34891,2023-11-30
11898,11978,2023-07-28
7273,23467,2023-09-15
10540,41019,2023-12-22
2389,27010,2023-08-18
3725,3689,2024-06-06
241,3749,2024-05-05
12269,39111,2024-03-30
3548,13666,2023-07-27
4602,36899,2024-05-23
5878,20642,2024-02-06
7846,32501,2023-10-30
10697,35798,2024-06-25
5723,19231,2023-09-07
8423,25047,2023-09-09
3455,36804,2023-11-27
3100,35668,2024-01-03
3647,9639,2024-07-07
113,20828,2024-03-02
2337,21174,2024-01-12
6413,13223,2023-08-01
5192,37011,2023-10-17
8735,18096,2024-06-17
2043,1440,2023-07-01
9232,38382,2023-12-29
13760,20015,2023-12-21
5713,5376,2023-12-16
4331,23488,2024-03-04
6996,41646,2023-10-16
2015,25703,2024-07-04
11264,20601,2024-04-22
4283,2467,2024-03-20
12302,40593,2023-07-30
333,6929,2024-04-27
299,22481,2024-06-25
10894,9112,2024-06-16
5647,40889,2024-05-12
12627,29490,2024-02-10
5022,43833,2023-09-27
11675,9405,2024-02-19
11259,33640,2023-12-15
4485,12583,2024-02-16
2782,864,2023-11-03
5046,27685,2023-08-30
6255,3056,2023-10-28
12453,12187,2024-01-06
5483,2683,2023-10-29
9635,38047,2023-08-17
12687,21833,2024-01-18
5221,16998,2023-08-28
13720,34641,2024-01-01
911,11347,2024-02-08
13509,40492,2023-07-11
9107,7190,2024-04-06
287,21771,2024-01-05
1871,39711,2024-04-27
3740,245,2024-05-05
12911,32789,2024-02-22
6409,29806,2023-08-03
8537,13918,2024-06-04
1883,5768,2023-11-12
7469,28391,2023-08-31
3795,10248,2024-05-08
10750,3516,2024-02-12
13786,34679,2023-10-01
9454,22267,2023-10-24
3988,10751,2024-05-27
6906,29584,2023-11-10
9383,8077,2024-05-27
2774,18007,2024-04-18
10134,15052,2024-01-09
3999,4315,2023-07-30
7355,28671,2024-04-23
599,35222,2023-08-30
9908,2016,2024-04-29
10759,10237,2024-06-04
10833,35569,2024-06-13
9674,41792,2024-05-19
11281,26368,2024-04-27
6868,16353,2024-07-03
3911,10347,2023-07-28
13605,25157,2023-09-15
812,14036,2023-10-29
11771,16109,2023-07-03
4529,2854,2023-08-06
753,18621,2023-11-24
5152,4177,2023-09-30
4103,34924,2024-06-03
12811,25921,2024-03-29
5089,6830,2023-09-25
4329,34655,2023-08-09
3859,39240,2023-12-25
11276,25131,2024-05-24
4732,8392,2024-04-10
2199,19325,2023-08-11
9542,40668,2024-04-10
6896,307,2023-09-04
10769,35844,2023-11-01
8670,30544,2023-11-22
2702,7245,2023-10-28
8480,6612,2023-10-17
12094,22707,2023-09-30
3814,19077,2024-07-02
2676,33044,2024-05-03
2660,5272,2023-08-29
2858,7332,2024-06-14
11085,11554,2024-02-12
6423,31341,2024-02-25
6086,11574,2024-01-28
10626,21410,2023-10-06
3501,20435,2023-07-14
9018,24465,2024-02-03
11159,42841,2023-12-17
11407,20663,2024-05-02
4875,18229,2024-04-05
4272,7387,2024-06-27
6571,6863,2024-01-26
2699,40109,2024-03-12
8276,26253,2023-12-18
2477,9488,2023-09-11
626,40404,2023-11-24
6174,14605,2024-06-04
12603,17428,2024-05-12
729,27202,2023-10-14
10056,3043,2023-10-02
12091,10387,2023-09-01
10657,11693,2023-12-01
3,15226,2024-03-11
8492,16694,2024-06-15
6046,6662,2023-08-04
12422,43022,2024-05-18
10908,18262,2024-05-07
13026,27379,2024-04-21
5721,21220,2024-03-09
7834,11938,2023-12-04
6098,795,2023-11-11
2985,6787,2023-11-06
11480,36783,2024-04-05
10953,40161,2024-06-22
6334,38122,2024-07-05
8121,36176,2024-03-08
3401,27033,2023-11-12
992,26428,2024-05-26
9372,17359,2023-07-11
9566,29791,2024-04-17
765,20622,2023-11-25
7386,28366,2024-05-14
1600,13190,2023-09-18
6555,11214,2024-01-07
11862,7249,2024-06-08
13101,4370,2023-07-30
5262,8051,2024-06-23
10242,28606,2024-07-02
5350,38184,2024-02-14
344,15399,2023-09-22
6552,40884,2023-11-27
1987,33056,2024-06-25
3534,3196,2024-01-05
10140,25452,2023-07-21
2949,7451,2023-08-06
9790,2926,2024-03-02
11672,14516,2024-04-08
11858,5311,2023-10-10
3887,31818,2024-04-19
11713,27409,2024-02-17
5425,19281,2024-05-11
7966,17106,2024-05-21
8330,18548,2024-04-13
3707,10775,2024-05-31
2713,15458,2024-03-01
4773,42312,2023-12-24
3258,3981,2024-01-29
9575,20887,2024-06-22
3037,11577,2023-10-10
8506,31892,2024-04-11
2020,36182,2023-07-22
3067,33263,2023-07-19
11800,948,2024-04-12
10735,23,2024-04-01
11758,1129,2023-11-24
11061,13987,2023-08-09
1085,32323,2023-12-14
11233,16161,2023-09-29
1907,9809,2023-09-10
13240,29613,2024-06-29
9090,21726,2024-04-08
584,6999,2024-05-30
11843,39951,2023-11-17
5971,23419,2024-02-24
9780,18041,2023-09-16
3740,20558,2024-01-15
7176,21826,2023-07-17
2986,8999,2024-02-03
9992,36081,2024-02-14
3611,15803,2024-06-04
3435,11168,2023-11-15
6505,35093,2023-11-24
148,42408,2024-01-26
2670,13339,2023-12-05
11878,10754,2023-11-30
710,5985,2024-06-08
13465,18896,2024-05-25
6039,43832,2024-06-22
7499,363,2024-06-16
1049,3455,2023-12-10
10720,21005,2024-05-02
1724,36024,2023-10-09
11068,17602,2024-05-22
6954,5350,2024-05-22
8936,39964,2023-12-02
10634,10048,2023-07-10
12777,7751,2024-06-17
3373,29394,2023-12-30
5550,22464,2023-11-11
10927,9400,2023-07-06
3896,13687,2024-05-28
2656,40804,2024-05-28
11536,34276,2024-03-14
6634,22788,2024-01-27
465,14777,2023-08-20
952,29528,2023-11-24
4981,39352,2023-11-05
13040,36696,2024-03-14
7580,15798,2023-08-20
13775,37000,2023-12-01
478,5303,2023-09-08
12164,38060,2024-04-01
10839,909,2024-04-04
4429,15124,2024-05-05
4385,12878,2023-11-11
2820,14240,2024-02-05
12321,21436,2023-12-10
11580,27314,2023-11-13
6299,35355,2023-08-26
13535,42104,2023-12-24
6206,17716,2023-10-23
4346,23236,2023-11-26
12275,26130,2024-02-26
1017,10535,2023-10-31
3010,34575,2024-04-17
11237,43061,2024-05-22
8052,17190,2023-09-07
3141,20532,2024-05-09
9261,10968,2023-09-01
1325,16456,2024-02-06
10722,28,2023-07-16
7742,8661,2023-09-16
10101,25340,2023-10-30
11221,39824,2024-03-14
5028,9617,2024-02-02
9650,10441,2023-10-22
4035,36601,2024-07-04
6578,13108,2023-11-23
298,28647,2024-02-22
255,26252,2023-09-24
12774,15955,2023-12-14
9055,16944,2023-11-06
3843,40726,2023-12-12
6813,20216,2024-04-02
2676,10111,2024-03-13
1188,40113,2023-11-09
4595,21556,2023-08-27
8894,16463,2024-03-13
5805,13697,2023-11-18
9827,1032,2023-12-21
2970,23766,2023-12-22
3286,15817,2024-01-25
1932,17869,2024-01-20
784,10438,2023-07-07
3854,15454,2023-08-20
11236,22223,2024-03-15
13623,14259,2023-12-25
2198,34319,2023-07-31
460,12978,2024-06-20
11862,37451,2024-05-13
8187,18214,2023-12-01
12837,36520,2024-06-28
12486,10224,2023-08-24
4267,39370,2023-12-03
12612,20844,2023-08-13
6128,3857,2023-09-19
2473,12662,2023-12-13
1300,15592,2023-07-30
5083,6183,2024-05-17
12126,7971,2023-11-13
5764,34863,2023-07-14
2830,30756,2024-06-21
11634,19417,2023-10-14
9962,13673,2024-06-23
8585,17933,2024-05-13
1051,8560,2023-09-13
9401,65,2023-09-17
6718,3300,2024-01-10
10792,4850,2024-06-27
1569,5640,2023-10-04
4555,11056,2023-08-09
7097,22059,2024-03-12
12733,29428,2023-10-15
12013,16981,2023-07-17
11758,10867,2023-07-15
6491,3890,2024-03-28
2923,31336,2023-07-13
2945,26163,2024-03-03
13394,23914,2024-01-30
10793,24688,2023-11-28
12057,33221,2024-04-17
3059,10996,2023-08-12
4689,2632,2023-10-22
9236,34955,2024-05-25
12890,5968,2023-09-19
13710,22759,2024-06-14
6739,21743,2023-11-18
2945,37117,2023-07-30
260,26581,2023-07-30
11773,34228,2024-03-22
10796,1943,2023-10-07
1014,28070,2023-10-02
8400,21807,2024-01-27
3599,14408,2024-04-20
1086,14558,2023-08-06
6142,16446,2023-09-27
3934,17879,2024-03-11
1353,17565,2024-01-30
7704,13094,2023-07-14
11713,35557,2024-01-08
8801,26452,2024-04-20
13614,43169,2023-12-29
4899,24087,2023-11-07
11483,16490,2024-02-09
12721,28005,2023-08-12
10871,20472,2023-12-28
162,26285,2023-12-16
9883,36694,2024-03-20
5755,18293,2023-10-04
4573,18434,2024-01-19
8305,14569,2024-05-16
11017,9467,2024-05-30
3616,25522,2023-09-06
667,36673,2023-09-30
7177,15468,2024-03-22
7927,32020,2024-05-26
5490,10420,2023-12-25
2353,16677,2023-11-28
11189,29256,2024-05-12
6134,31515,2023-08-16
745,43183,2023-07-03
5836,22651,2023-10-11
13376,22755,2024-03-29
6933,12166,2023-07-22
2682,10684,2023-10-24
7971,32557,2024-06-11
3357,15443,2023-10-12
1433,4861,2024-03-15
5091,3730,2024-05-03
11921,31352,2024-07-01
5875,24347,2024-04-23
2922,8620,2023-11-07
13968,11165,2024-04-20
5327,38879,2024-04-27
2312,6956,2023-08-17
3634,107,2023-07-27
7940,4755,2023-07-15
9324,21663,2024-03-19
4478,6409,2024-06-29
12265,40404,2024-04-23
3056,1226,2024-03-21
3321,12197,2024-06-25
13973,4251,2023-11-11
6932,15373,2023-09-14
7126,17280,2023-07-30
9385,30194,2024-06-04
10611,26869,2023-11-03
9226,38188,2023-09-22
3811,28476,2023-08-23
3509,2434,2024-06-30
1543,10999,2024-04-08
665,31134,2024-06-04
2999,34070,2024-03-19
13383,6859,2024-06-24
13588,8951,2024-02-07
2600,8939,2024-05-23
1012,25169,2023-07-02
10161,32100,2024-05-01
13215,5645,2023-11-23
7077,43847,2023-07-18
7522,9261,2023-07-16
6431,36076,2024-05-03
1773,16489,2023-12-06
710,396,2024-06-04
12788,10846,2024-06-16
10036,36060,2024-04-23
12112,18395,2024-01-25
7181,28458,2024-01-21
12475,37306,2023-10-21
10764,42629,2023-12-25
4844,21353,2024-01-25
3600,21147,2023-11-01
11762,17436,2023-07-15
4624,39387,2024-06-10
1230,37492,2024-04-23
12287,19969,2023-08-14
8661,8540,2023-10-02
7321,1264,2023-10-15
5257,13306,2024-04-03
301,24399,2023-11-05
4970,43703,2023-08-07
1414,32081,2023-10-05
1236,10266,2024-01-14
4722,32153,2024-01-08
7484,27725,2024-06-21
2785,30625,2023-07-07
7418,34120,2023-08-13
3350,39959,2024-05-27
8376,29390,2023-07-07
5308,16651,2024-01-10
4203,26015,2024-05-11
3115,10886,2023-07-01
1952,7435,2023-08-31
9091,30029,2024-06-07
9231,1023,2023-09-27
2884,24332,2023-07-18
3970,2038,2023-10-16
7700,8757,2023-11-12
9897,17444,2024-07-05
8230,34193,2024-05-05
11210,4124,2023-09-05
6150,16604,2023-10-01
3977,406,2023-11-15
11508,42598,2024-01-05
7270,18703,2023-08-28
13435,42720,2024-01-03
12678,26251,2024-02-20
7224,41752,2023-09-07
5116,21443,2023-10-06
4830,17694,2023-07-08
2482,24006,2024-05-06
13010,37698,2023-11-11
6677,28989,2023-08-25
13550,32334,2024-06-24
9228,29993,2023-10-22
13212,9523,2023-09-26
5961,41471,2023-11-15
2661,43533,2023-10-16
1070,12122,2023-07-23
7307,14220,2023-11-21
9241,1618,2024-06-21
1357,43017,2023-11-21
5142,24277,2023-08-25
9230,34352,2023-10-16
10489,6705,2024-06-15
13587,40757,2023-07-06
7477,17960,2023-07-30
6326,28523,2024-05-02
3422,9954,2024-06-26
5725,26568,2024-06-09
13479,22561,2023-11-04
12561,2614,2024-04-27
2354,36661,2023-10-29
10115,39502,2023-10-07
1352,37200,2023-12-13
559,24497,2024-05-20
3389,17766,2024-05-14
6869,25722,2024-02-26
7526,3516,2023-08-19
1325,4455,2024-03-24
10941,40538,2024-05-20
9171,22874,2023-09-11
3900,8385,2024-04-25
6514,13728,2023-08-21
13715,3535,2024-03-21
5845,33524,2024-02-12
13327,31890,2024-01-09
3951,25466,2024-07-08
3230,30594,2024-02-24
7048,21331,2023-07-10
9211,8303,2024-04-27
6129,12908,2024-06-23
4684,24431,2024-02-13
1641,41753,2024-04-18
6160,7182,2023-08-21
1189,12876,2024-02-25
2506,27220,2023-10-07
2712,36183,2023-09-19
9049,15006,2023-07-13
10610,42270,2024-06-21
4240,14246,2023-11-05
2870,6458,2024-04-29
13288,6750,2023-07-11
12946,33065,2023-09-19
13165,9822,2024-03-17
6723,32762,2023-07-06
3250,38052,2024-07-07
4065,13120,2024-02-07
8067,7665,2024-04-23
10327,29282,2023-09-19
8870,40280,2023-07-03
5510,31822,2023-08-29
4426,38234,2024-02-06
10390,24648,2024-06-13
2037,4383,2023-08-18
12742,16450,2024-02-13
6121,17264,2024-04-15
8396,24644,2024-04-18
286,9409,2024-04-23
9190,23607,2024-01-09
13499,27604,2024-03-13
956,5070,2023-10-11
6806,19624,2024-06-30
9370,16892,2023-11-23
744,7705,2024-04-15
4229,28291,2024-03-13
11898,27461,2024-05-04
7682,17510,2024-04-03
8923,17270,2024-01-05
1131,7976,2023-12-25
4226,6566,2023-07-16
2243,22468,2023-09-24
12152,4871,2024-03-04
11444,18910,2024-02-02
11874,9118,2023-08-11
11581,1939,2024-01-10
5552,28391,2024-05-22
6174,36001,2024-07-07
12548,20129,2023-12-10
2525,31782,2024-04-01
1974,3466,2024-06-28
12253,441,2023-11-07
12000,5414,2024-03-19
12413,11664,2023-12-24
7637,38524,2024-03-21
12393,37781,2023-07-27
2106,19548,2023-09-23
3468,16127,2024-01-12
10430,39521,2024-05-11
7452,6,2024-02-28
10787,37545,2024-07-02
12868,7039,2024-06-06
1384,6415,2023-12-24
1542,22124,2023-11-07
3294,3971,2023-11-22
6476,11051,2023-09-21
10230,2607,2024-06-24
7617,16483,2023-09-26
6154,33294,2023-07-20
3278,6338,2024-02-15
13852,33949,2023-11-03
5557,24452,2024-06-18
3311,26266,2023-08-20
3231,25715,2023-09-26
3413,20876,2023-12-17
2877,13058,2023-09-01
9277,32401,2023-09-27
7752,5923,2024-01-05
5015,3072,2024-01-06
13845,22026,2023-09-27
10440,27504,2024-06-12
6419,23766,2024-05-27
6422,35561,2023-07-26
8512,32783,2023-12-23
871,18800,2024-06-28
11124,35454,2024-03-20
5303,27477,2023-08-11
782,16213,2023-10-27
624,9429,2023-12-16
11729,31420,2023-10-16
5162,8160,2023-11-24
13318,24311,2023-12-23
8175,36869,2024-01-05
5613,39143,2023-12-07
2248,6005,2024-04-27
9581,38290,2024-06-12
6189,11413,2023-09-12
7069,11756,2024-06-16
9813,19018,2023-07-18
4869,3891,2023-11-17
7787,28841,2023-10-23
11183,17176,2024-05-23
3198,9192,2024-02-10
2535,152,2023-08-15
4230,19448,2023-08-07
12089,22752,2024-01-22
7219,29176,2023-07-09
5296,24289,2024-03-09
939,37368,2023-10-16
541,12275,2023-10-06
4010,12219,2024-03-31
3204,23793,2023-09-09
1329,2978,2023-08-08
6682,17227,2024-04-23
13733,29023,2023-09-28
321,3794,2024-02-04
4238,1660,2023-10-15
7280,37931,2023-10-04
11246,43474,2023-08-01
5653,16041,2023-11-03
10117,4271,2023-11-24
12066,13287,2024-04-05
281,3604,2023-07-24
11164,17601,2024-01-25
2630,2292,2023-10-28
2027,13124,2024-03-30
11211,3812,2023-11-17
9135,13348,2024-04-22
2127,31277,2024-06-07
1347,15514,2023-09-20
5604,5143,2024-01-24
5169,23247,2023-08-02
13399,25508,2023-07-24
1976,26715,2023-08-30
364,12195,2024-05-06
1725,7527,2024-01-05
4500,19363,2023-09-22
11490,4596,2024-02-10
6234,30395,2023-12-15
1669,15403,2024-01-02
13478,27141,2023-09-10
11179,22596,2023-09-12
1790,42724,2024-06-05
3353,24912,2023-11-30
3357,25753,2023-10-04
1540,19406,2023-08-22
6358,24221,2023-12-21
8506,33954,2023-10-18
147,36054,2024-05-11
10044,3448,2023-08-20
5665,10663,2024-03-09
7674,4900,2023-09-11
1761,28583,2024-01-28
13643,1936,2024-01-28
6996,42214,2024-03-07
2880,42043,2023-12-15
814,10336,2024-03-19
8692,17670,2024-05-26
6950,8546,2024-02-15
2389,40248,2024-02-24
8358,38024,2024-03-31
10340,18270,2023-11-20
9516,37831,2023-09-08
9854,7067,2024-05-07
11969,10713,2023-12-21
11240,15992,2024-05-31
4577,35791,2023-10-17
793,21650,2024-01-19
7338,34316,2024-01-01
13583,30807,2024-04-16
9113,12211,2024-05-23
6013,36973,2023-09-30
443,40359,2024-03-15
5469,34137,2024-05-17
12195,15946,2024-01-22
7964,29666,2023-08-21
402,42478,2024-06-13
3511,13645,2023-12-28
13533,4918,2024-04-28
10621,19869,2023-07-03
13148,11878,2023-09-22
4915,13225,2024-01-30
11096,3053,2023-08-03
3653,27273,2023-08-19
4573,41151,2024-04-14
11764,30669,2024-05-24
6626,17317,2024-03-15
4715,7241,2024-03-14
10973,31560,2024-03-28
3080,3239,2023-12-29
8207,43176,2023-08-02
8562,566,2024-03-21
2642,21763,2024-05-08
11051,5559,2023-08-09
431,16376,2024-05-03
10260,25711,2024-01-26
3074,11104,2024-03-28
12863,15175,2023-11-13
4063,41491,2023-09-25
1005,21794,2023-08-29
2091,27598,2023-12-11
3224,8754,2023-07-03
5542,38398,2023-07-15
6224,6319,2023-10-10
5945,33070,2024-03-11
4299,20152,2024-02-10
7541,40275,2024-01-26
12044,8702,2023-07-23
8614,6963,2024-02-20
