uid,mid,rank
6307,31825,1
11620,28761,3
11566,27458,2
10627,13519,5
3243,19744,5
10381,37486,3
304,25464,4
248,19978,1
13563,34053,5
863,5608,3
12961,18595,3
12219,25118,2
7593,37291,1
12868,9629,2
5946,7033,3
4449,20623,1
12295,4723,5
4280,41680,4
4671,26708,5
8959,41477,5
7865,20055,4
11845,22516,3
4877,42550,4
1596,19465,5
9387,30414,4
3980,31542,2
718,26463,5
11637,17435,2
6176,21869,5
4011,13436,3
10784,34342,3
2863,38071,3
6345,33980,4
1255,22362,2
2478,10847,5
3635,13883,3
4730,1096,4
11843,1080,2
12605,32376,3
2942,31154,1
1568,37657,4
1307,9002,1
514,15609,4
5378,25855,4
5232,21574,2
686,527,5
1749,29483,4
13975,19143,1
8720,39200,3
11799,26381,5
13428,41757,5
9048,38563,2
10801,21605,3
779,37002,2
13092,8008,4
2423,41788,3
8588,37974,5
12915,17153,3
6129,42365,4
1633,28507,4
8263,41030,1
11722,39895,1
5358,20479,5
11783,35562,5
1293,24396,5
1987,22175,4
5562,798,2
8330,21347,2
11735,29415,1
8145,5948,2
4415,28703,5
13465,3425,5
9545,13419,2
6127,4834,2
660,40181,3
10172,10316,3
2409,37181,4
11790,23124,2
7997,17574,5
13085,12289,3
6979,10560,1
12764,18126,1
7580,38138,5
12033,4024,5
4062,7424,3
12308,35984,2
485,28461,4
3132,31018,1
10213,30991,4
13702,7635,3
1486,43853,1
10825,11883,2
10006,428,1
826,800,4
12584,7026,2
9122,31359,1
8421,14962,3
5103,13263,5
2510,23556,1
12626,19334,2
3561,3089,4
4673,2591,5
3668,2979,3
8185,29431,3
8146,21677,3
5498,19815,5
11204,27529,4
6125,13845,4
7240,8499,3
2197,35799,5
8202,18269,1
10837,23132,3
7958,35878,3
12577,34319,1
741,21041,1
12795,33306,5
329,26973,4
9791,22924,4
12245,32849,4
13473,17141,1
8754,38030,4
6947,34263,5
9306,33441,3
12509,43037,5
9252,11983,2
9199,497,4
6923,20638,4
588,17811,5
1888,2724,3
4856,7631,3
4445,32976,2
4285,1884,3
9048,8382,4
13942,9639,4
9950,38493,4
12892,37534,5
6648,40147,2
12307,5790,3
1240,7943,5
655,18297,1
391,2410,5
7725,34230,5
2363,39323,4
12702,17802,5
7453,22589,5
1213,25129,5
12048,3971,3
11554,9047,1
4855,31390,2
1992,30347,5
8559,36856,1
4469,7608,4
910,12564,5
7350,33691,2
1359,20109,4
2817,5356,2
11236,23071,2
4682,11285,2
6952,27415,3
4606,26772,2
6267,1385,4
4049,22690,5
11186,8253,5
13862,40007,3
12234,10483,2
8759,25109,3
176,39768,2
3065,32780,1
12831,17146,2
120,1807,3
12989,5155,1
1620,33529,3
7287,1056,4
12203,26625,3
6052,5256,4
4323,42460,4
1298,31236,3
3187,3045,1
4768,3515,1
10862,7508,2
12213,3147,2
5119,26178,5
4509,17495,1
4148,3938,4
5037,38666,2
1211,1751,3
10863,4028,1
5840,21449,4
11918,5939,1
12245,13407,2
1454,37622,5
12590,7934,5
1380,6475,5
865,1844,2
1755,16060,1
9106,20203,2
426,7513,3
5026,22410,3
4503,5114,4
2976,19250,2
2670,12715,2
8751,5742,4
12401,32834,1
8689,12176,1
6350,40210,5
4787,14987,1
4514,7961,5
10969,27354,1
13467,22116,3
13760,24969,4
6496,39398,5
4636,40645,4
13406,30532,5
359,12381,3
5422,5098,5
12104,22077,3
8552,29318,1
7139,5498,3
13846,29883,1
10521,43827,2
11355,33403,3
11026,27747,2
13440,42916,3
1484,11323,5
11453,31601,1
5807,17630,3
10683,443,1
4472,10600,3
917,11895,4
7191,22150,1
1126,10209,3
10825,20952,1
7957,28352,1
329,21587,5
10195,9610,4
11775,8721,5
10267,14458,4
5530,23366,1
9616,7973,2
10040,19185,5
6139,19872,3
13953,22305,2
1283,38413,2
835,25966,1
1566,17921,1
11998,7992,5
12795,42236,4
8687,38704,4
2424,42096,3
7640,4847,4
13723,570,5
2068,35591,5
7736,8931,1
1352,8251,3
12468,4859,4
9005,6909,5
2398,37630,5
10393,29694,5
5660,17494,2
1345,24562,2
7446,25922,5
13724,14902,5
5089,22821,5
7709,25379,4
8245,42876,4
7770,34526,2
11782,26247,1
12902,17536,5
6806,31358,3
4842,41171,2
12549,18892,4
3523,29929,4
4133,9245,2
7355,43849,4
8974,8522,3
1302,26719,1
7168,5037,1
12521,20093,4
9048,30506,5
12266,6399,5
11816,17940,2
131,28413,4
6378,32762,3
8155,8066,2
3975,5933,2
8423,6334,5
5162,17046,3
10097,7888,3
6945,24919,2
11737,11930,5
1973,28547,1
4665,34284,3
2962,19929,1
11724,21877,3
11795,42320,4
7660,16117,5
2312,37565,4
8870,29656,3
10552,17200,4
6611,16801,4
10918,41799,2
7378,28489,2
350,11020,3
2377,8745,5
12539,17862,3
5047,42688,1
13806,592,5
2355,43908,2
442,24742,1
4538,43857,3
5791,28980,1
11053,22994,3
11254,2275,3
2672,20045,5
5686,14707,4
11023,21214,4
3188,10412,4
5406,17772,3
2380,7046,3
1713,43748,3
5991,27760,3
7938,31590,3
10555,23448,5
5651,5290,5
2523,35802,5
8786,40582,5
6803,25106,4
3716,32443,1
5410,2348,3
821,4924,2
13714,15612,3
3374,26755,5
6194,16992,2
7885,21958,3
13592,12772,3
2009,14341,5
3326,6352,1
13611,3839,3
5139,10248,1
10366,6684,5
12769,39552,3
12082,3823,3
1875,27181,1
13175,30954,5
7306,29678,1
5132,13454,1
12974,32850,1
1501,7411,5
1575,31160,1
8088,29091,1
10990,15368,5
4405,35368,1
5908,36622,3
2387,34270,5
8517,40319,3
9485,39760,3
9700,37175,1
2442,1042,4
13810,24365,3
3160,2037,5
11147,32845,4
118,21519,4
6763,4268,5
11685,24037,1
1580,14714,4
11522,2420,5
7238,36264,5
10811,12962,4
6582,31111,1
353,36844,3
8109,17503,2
4436,24763,5
879,28021,4
3291,9553,5
657,31922,3
3094,44071,5
5774,6201,5
7088,13411,4
3693,10565,5
10883,17863,2
9800,25545,3
13922,32671,5
9798,40935,5
6145,43953,3
12807,8485,1
10888,31324,5
12780,21828,5
8882,35362,4
10230,9108,5
6724,3870,3
13638,7972,4
7917,35758,4
5435,9644,5
10315,8555,1
7539,10511,2
7242,40400,2
6813,42692,3
13877,52,1
12563,22073,4
7113,7211,5
6152,30917,5
11305,23260,1
1620,7044,2
6220,40643,2
10020,23285,2
2595,3465,4
13050,29266,3
7591,19044,1
10397,5431,2
3271,1861,3
817,9475,4
5885,10171,5
10073,25793,1
5588,7233,3
5709,16053,2
11624,10568,4
9527,320,3
424,8852,1
11405,23127,5
10259,24510,4
10744,22555,5
12653,23805,1
4250,29803,4
13847,2612,4
2688,16480,5
9399,14611,2
3444,24029,1
11012,38016,5
4172,21283,3
11486,43715,3
1512,31195,3
205,24666,3
13686,40160,5
10466,21517,1
9751,24674,5
10126,37889,4
6488,29324,5
3561,30764,3
5870,3850,5
6944,33827,3
4454,30670,2
5755,29455,2
2188,40986,2
269,17719,2
11514,42833,4
5699,43028,5
8619,5675,3
11278,911,1
1044,21810,4
4741,39714,1
11658,22186,1
3050,1019,4
5288,15702,1
9658,38666,1
9259,1627,3
5638,32357,2
10698,34876,2
9560,560,5
5064,15251,1
138,33277,4
13571,3440,1
5506,13137,5
1855,26910,4
913,10361,1
12022,3066,4
1001,12301,3
4390,27210,4
12198,9033,4
5344,26667,5
9011,6767,4
897,22830,2
9425,39744,1
7570,14275,5
5728,15296,1
10618,13770,3
13826,25208,1
9268,38192,5
2300,13471,1
4050,41882,3
6900,16789,1
13059,8081,5
6725,33334,4
4894,40439,5
9144,42245,1
4422,7615,2
1340,41012,4
632,29715,5
10952,20447,5
3905,16570,5
12606,9472,4
6258,16066,4
11981,17921,2
3259,19155,4
7494,20230,4
13396,34949,1
3974,37922,4
11566,28461,3
9900,15532,1
5759,40748,4
3155,13732,3
1541,26326,2
942,27453,1
9619,11699,4
4886,12315,2
10699,37824,5
467,40552,5
10127,31913,4
5867,32162,4
219,43714,4
9712,9733,3
7944,6930,1
11390,21141,2
5251,24241,5
5397,11921,1
12298,6190,5
13937,7615,4
4935,18014,3
7000,37658,4
652,30667,5
934,24579,4
9691,6999,2
605,11597,4
13069,1138,5
5701,27898,3
9001,21819,2
6541,2655,5
12716,34929,5
4552,30553,1
10431,16207,4
2072,41336,4
9527,15620,4
11836,8799,4
978,21183,1
9510,11086,1
5813,18453,4
8215,7821,3
5810,9650,3
13966,41038,5
8934,43148,1
13380,41242,2
9568,10680,2
11998,12392,1
2871,34365,4
3407,27795,4
8014,43103,3
2167,42256,1
13572,33707,1
856,12942,1
3957,40077,4
1221,6022,2
5468,36904,5
8806,7905,2
7962,25059,5
10685,28173,4
6322,13281,5
11867,26180,2
5384,598,5
12830,15026,2
2997,41724,3
12983,43133,1
13363,20134,3
6581,24497,4
3899,2369,5
12914,11553,1
6730,22486,5
9957,38300,5
5065,6345,1
470,40656,2
12393,28416,4
3034,17998,3
7946,3680,2
7635,9489,3
4091,5696,5
9442,23383,4
13166,2367,4
10259,6765,1
12779,31924,2
13886,16293,2
1709,20940,5
2511,23247,2
3748,31689,3
13475,32471,1
5828,3217,1
11953,37133,3
1572,4961,3
7825,17884,4
690,33747,2
825,57,2
2338,1702,5
13093,42162,4
4216,6554,3
11675,5652,2
10128,3536,1
8948,909,4
4712,42817,5
884,26563,2
13875,1886,4
1144,43272,2
910,36535,3
2899,33638,3
9093,1935,5
798,18908,2
13908,33933,4
8077,3067,1
8733,35106,1
5689,2461,5
5641,36211,2
9687,13143,5
6608,7395,1
920,41965,5
471,33741,5
538,23904,3
11891,21120,4
10992,38165,2
6199,38516,4
7319,27899,4
13568,20600,4
13573,36650,2
10998,5446,5
1751,247,2
5307,3340,3
4814,35137,3
1934,38974,4
12785,15291,4
7565,3842,5
6716,17777,5
4350,27585,5
3433,5488,3
13240,30263,4
11055,11281,4
12515,9916,4
6888,2460,1
5368,42226,5
1145,38248,4
2344,35578,2
4771,20426,2
627,13464,3
8262,1470,1
9539,7293,2
9120,23527,1
4744,6932,1
1186,25773,4
12201,261,1
6031,13436,5
9472,27026,3
4396,7208,1
5914,21546,1
11465,8557,5
13890,20103,5
3190,39452,3
9583,18661,4
12302,39427,1
9725,17257,2
8495,33720,2
12907,30277,1
6750,22575,4
13122,4031,4
616,19740,1
3342,18243,1
12968,21447,4
3564,20080,3
11727,18933,2
3745,7550,3
13866,33718,5
11230,26912,3
9934,27622,3
7089,14691,4
8831,10957,4
3860,29675,3
7177,35596,3
7844,11520,4
825,1833,1
6600,39939,4
6394,7831,3
6152,6616,3
7145,21344,4
761,33045,4
976,34829,3
6797,9430,4
10739,32927,4
5324,40725,1
7609,28392,4
7898,2527,4
6669,8734,3
7352,36052,3
11897,7897,4
13621,11279,3
2401,25552,1
5342,25299,3
5902,33093,2
5740,30280,5
4581,35199,5
662,2180,4
3414,18705,4
4004,8016,5
10818,16741,1
3176,4132,5
5218,23807,4
4304,9471,2
12287,21327,1
420,42726,3
398,5068,4
5119,7716,1
8435,31771,3
2726,13413,2
2464,32022,1
10597,30315,4
1758,19749,3
6751,15257,2
8979,28907,1
5222,21947,5
8825,22162,3
4020,8464,2
1123,22403,3
9428,41553,3
6501,13966,1
3721,42843,5
3283,25670,2
6860,23172,5
10777,42121,3
4408,34987,3
12994,57,5
12628,32912,3
8654,26059,2
710,8063,1
6072,42549,2
7079,27580,3
5066,27400,2
1039,28458,3
7173,18131,1
11140,32597,4
9370,28115,2
3021,35726,5
6142,39018,4
3854,24103,2
1997,30824,5
2662,10191,2
8170,27691,3
5324,2011,2
13131,26468,1
4305,16039,1
5707,18162,5
2323,26366,5
10173,42583,1
6841,39160,1
732,24475,1
3682,33880,3
3937,37635,4
797,2129,2
11791,35286,1
11667,42444,1
404,3953,1
3144,42461,5
4960,16,5
8101,31877,2
6507,20505,5
8602,21051,5
7930,27632,2
13682,34722,5
2864,6841,3
2510,30637,5
8590,764,2
4893,21424,4
10347,32361,2
6419,28174,4
10711,19208,3
13526,28925,4
7528,30105,5
4921,3665,1
11901,498,2
226,5444,2
13538,8713,3
6242,11589,5
9547,17943,5
1702,2017,4
13636,7275,5
3886,39175,3
1183,34130,5
4568,23491,4
9576,8521,5
10126,17571,1
1868,29895,4
10350,35327,4
5174,25839,5
5515,19676,3
10076,36293,1
9093,13698,3
13701,13430,5
7235,41554,4
3375,34981,2
708,14275,5
906,26399,3
4957,20562,1
2351,23997,3
11954,23581,2
6703,42486,4
1608,4877,4
4749,28007,3
1707,3276,4
12538,825,1
11136,1082,4
587,37533,3
8657,21067,1
12972,9983,1
10309,14640,3
4411,9696,4
5898,41148,5
11573,25686,2
13226,35905,3
6713,38034,2
8060,9598,2
8803,27741,1
6664,37982,2
4323,32178,5
4504,591,4
9830,27916,5
6076,22107,4
13880,6554,2
3865,19727,2
9183,34315,2
6303,16351,4
1390,15862,2
1037,36049,2
2881,35002,5
3630,19590,3
13191,24525,2
9910,2838,5
4264,39490,2
13231,29542,5
11061,11550,2
6899,27454,2
2518,12907,5
11434,33801,4
11141,32536,5
11988,21794,5
7175,37711,2
10210,40499,4
728,6823,2
4198,25969,5
6582,19831,3
3193,29889,2
13231,38245,2
8919,4888,4
9587,35422,3
5902,3193,5
6211,15776,3
13169,15246,1
10713,15684,5
5190,30483,5
1440,20546,3
11915,9815,2
6691,1741,2
11313,6056,2
2049,42001,2
1056,23212,2
11507,6008,3
1487,2077,5
6291,16293,1
10410,30384,2
8237,39029,2
4936,31669,4
10629,17444,3
2017,31977,1
6444,2474,5
12426,42812,5
4644,33363,5
1494,3202,4
10748,24347,4
5776,36447,5
431,1668,1
1004,8205,3
8248,11218,3
1503,42904,1
8833,1219,5
9741,36146,5
13816,4099,3
9033,16879,1
9362,7544,3
4089,31741,4
11343,2058,5
2124,30226,1
13295,16102,2
5099,22706,5
5220,37171,4
3522,38681,3
3692,10525,2
10384,17157,5
12760,9816,1
1656,33542,4
1898,9291,3
9885,17132,5
4068,26899,2
1710,20139,5
12711,43263,3
4316,13055,4
13610,21676,1
11603,17744,2
1991,40135,4
13571,5362,4
736,21731,2
3722,42854,4
4145,37322,1
11887,3344,1
2903,23477,1
7321,887,1
9962,27767,1
2541,20290,3
11625,3592,5
5106,16739,2
2767,23547,3
4517,26015,2
7558,42382,4
1875,26108,3
9519,39340,1
2490,36914,4
5587,29723,1
11351,6793,4
10635,32578,5
10500,39228,1
1114,24313,5
8349,32420,1
6060,11465,4
4816,41177,4
12151,3274,3
5205,10887,2
3307,35524,2
5769,1081,4
5718,17106,3
734,12503,4
3831,16474,4
11208,34020,5
12200,36821,3
7931,42426,4
11374,27585,2
5270,41477,2
9588,8053,4
844,13581,1
8686,17911,1
6324,24912,3
7960,16558,4
9928,33269,4
2458,42817,5
11439,9911,3
5285,15305,2
12115,4748,5
7148,19586,5
7893,17350,5
5059,34297,1
3166,13289,4
2616,39294,1
13443,40485,5
4587,35112,3
13336,27154,1
3249,29606,2
6970,30650,3
12726,20638,1
6342,6178,5
6929,25168,5
6712,21535,4
8197,20543,5
12778,32696,2
4601,18716,2
174,36532,5
10104,22044,1
2219,39421,4
7271,25775,3
5802,18677,2
8471,998,3
1774,13118,4
11326,29752,1
10798,19912,3
6908,15609,2
13376,27158,4
13679,27388,3
6253,24946,5
10291,26280,1
3419,41401,2
11193,32995,4
2496,37487,1
5767,24112,4
5375,3200,2
5365,7898,1
8366,37927,5
684,9553,4
1979,14264,4
10603,29007,5
7330,23222,2
1936,37250,1
1229,23646,2
5393,23402,4
8662,8916,3
2037,20389,1
1426,338,1
7161,10058,2
9078,19996,4
6213,23490,5
13324,28485,2
2217,11978,3
8345,27010,1
3843,39111,4
13760,36899,2
3124,19231,3
4130,35668,4
4884,13223,1
4337,18096,3
1534,38382,1
2561,40593,2
11725,6929,1
6252,9112,1
13200,43833,5
9499,33640,4
12240,27685,3
2777,38047,1
708,34641,3
7818,7190,4
12847,21771,3
11478,245,5
13516,13918,2
13816,5768,4
10662,34679,2
5977,10751,1
8171,18007,4
4409,28671,1
10331,35569,3
9118,26368,1
11128,10347,5
6847,14036,5
2948,18621,1
2250,25921,3
6924,34655,3
3865,8392,5
3585,40668,3
3170,30544,5
6706,22707,5
1859,33044,4
11648,31341,2
4145,24465,5
10167,20663,5
11664,7387,5
9963,9488,4
1138,27202,3
909,10387,5
7427,15226,4
1972,27379,4
12032,795,3
4109,40161,2
5448,36176,1
10138,17359,1
4464,8051,1
5422,38184,4
382,3196,4
2087,7451,4
1215,5311,2
541,27409,1
6722,19281,2
2258,10775,2
9638,3981,1
1820,31892,4
117,1129,3
3825,21726,3
9093,36081,2
13150,15803,5
9734,13339,2
6079,18896,3
1580,5350,1
7290,10048,2
6174,9400,1
13781,40804,1
1602,22788,1
1020,29528,4
6678,36696,2
4326,5303,5
12972,14240,4
1426,23236,5
9840,10535,5
900,20532,4
8755,25340,3
9711,10441,1
13202,28647,2
9962,15955,3
3926,10111,1
5024,1032,1
12832,15817,5
10532,15454,3
1645,12978,2
4777,18214,2
13009,10224,2
4554,3857,4
8065,34863,4
12190,19417,1
3394,4850,4
11150,22059,4
2323,16981,3
3601,31336,4
9873,23914,5
11090,2632,3
6062,22759,5
11780,21807,2
5291,16446,5
13188,35557,4
10495,24087,2
9441,28005,5
2144,14569,1
9561,25522,5
3999,15468,4
10514,16677,3
10509,22651,3
12260,10684,5
10762,15443,5
3824,31352,1
13687,24347,4
6856,11165,4
201,4755,1
5373,6409,4
1320,12197,3
13904,26869,4
1480,28476,1
9045,8939,1
5739,43847,1
9355,36076,5
199,396,4
2105,28458,3
10275,37306,5
5063,21147,4
2936,39387,4
7567,19969,4
1358,13306,2
8109,43703,1
10360,32153,5
1446,39959,4
8956,29390,3
9725,10886,3
13739,1023,4
2132,8757,3
13653,17444,1
4218,16604,3
9078,21443,2
9617,41471,5
12216,14220,2
10343,24277,1
8083,17960,3
7030,9954,4
13651,22561,5
2708,36661,1
8748,39502,1
1476,25722,4
4549,40538,2
8479,13728,1
3629,33524,5
2620,25466,5
10742,30594,3
8397,12908,1
7276,12876,4
3509,15006,2
6844,33065,1
5378,13120,1
12992,40280,2
8358,4383,2
974,24644,1
7317,27604,3
5164,19624,1
602,7705,3
11171,17510,2
8070,6566,4
4965,18910,3
12101,36001,1
535,5414,4
5107,19548,1
100,37545,4
4065,11051,3
620,6338,5
8162,26266,3
4586,13058,1
6017,3072,2
11214,23766,1
4873,32783,3
9523,31420,4
8254,24311,5
6469,6005,2
11507,11756,4
3392,19018,3
12551,17176,1
13956,37368,3
12313,23793,2
937,29023,2
10357,1660,3
10800,16041,4
13867,17601,4
13218,3812,4
5088,15514,4
10425,12195,3
11205,27141,4
10050,24912,1
3116,24221,2
3380,3448,3
10757,4900,5
2030,42214,3
10430,17670,2
7574,38024,3
5157,7067,1
12295,35791,1
5360,34316,3
4299,40359,1
11624,15946,2
9804,13645,5
10983,41151,5
1027,7241,3
5653,16376,1
11198,15175,3
5504,27598,2
5724,6319,1
7601,8702,3
5524,30042,1
3540,2204,3
9081,35248,4
4951,10387,1
529,42999,3
8355,38494,1
7113,3960,2
11238,39594,4
12936,22541,2
12882,6513,4
3822,10597,3
2398,35990,3
8732,30833,4
13137,17977,1
5621,31087,4
6567,2776,5
12103,17975,5
7325,18616,1
1656,12465,5
1695,5701,1
12618,17094,4
11019,17178,4
11142,38534,3
6788,21707,5
5404,32780,3
13395,15390,5
11396,27196,2
274,797,4
7283,23697,1
7761,35986,1
9173,27045,4
5380,7371,4
6706,39625,1
6552,4867,5
2165,28553,3
1611,43831,4
9201,22334,3
4665,9639,4
9770,24055,3
895,25823,2
5362,36026,5
2183,19337,4
11751,27327,5
8158,18976,2
6532,25186,4
1750,25836,4
4733,11425,4
10405,18952,1
13295,21549,5
7176,21292,1
7245,1767,4
10691,42403,2
2071,12166,5
2585,25302,4
3714,27464,5
13896,41458,1
799,5453,2
6189,3682,3
2011,9567,5
13325,17755,1
1731,22565,3
8378,18228,1
13110,29724,4
926,5539,4
10412,12455,2
8550,21712,4
1381,34298,1
5526,27087,5
3182,38597,2
10206,18676,4
11607,24681,3
5501,11433,4
13453,3393,2
2363,38401,1
9176,22358,2
9076,21033,4
8945,24409,2
1113,25767,3
3752,21231,1
3277,12980,4
13101,4330,2
1499,37870,2
5592,39434,1
10579,35534,2
7886,717,3
4135,1712,2
5462,39030,1
8884,6087,1
11318,16221,1
3762,2247,3
12358,2823,4
945,30655,4
394,9670,1
13383,1083,5
11205,40936,1
10396,41736,1
1547,14040,4
7252,18282,2
5920,28174,5
9043,41784,4
3902,2780,4
7116,12804,2
4226,27826,3
1887,15377,5
12229,38050,3
1039,31696,2
12813,22503,3
3655,24806,2
8464,35384,1
940,27386,1
13000,3261,4
3240,31754,3
2358,26914,5
5853,19015,1
9454,40325,2
12250,30103,3
11728,23385,1
6161,31501,3
5743,34829,3
2482,8032,5
1222,24915,4
7706,7536,1
9459,2809,2
4392,43978,4
4654,33217,1
4988,16821,5
5964,29203,5
1715,33717,1
9414,16576,5
12047,17788,1
13087,549,1
10148,22146,3
7998,18169,5
899,8991,4
8897,23902,5
4462,38420,5
3466,2094,2
6651,7811,1
4649,26009,2
8792,22190,1
12466,28731,5
13864,7062,5
3997,34121,5
8862,33448,3
3807,12021,2
12191,41278,4
8076,22277,1
12788,23514,5
7332,23712,3
11496,2543,2
5738,40179,4
13742,38310,3
10528,43316,5
6121,10746,1
8065,6819,5
11049,21088,3
9533,18157,5
7206,24768,4
2760,38882,4
8593,8132,4
12504,2697,2
7108,7705,4
7431,16443,5
12781,18947,5
6736,33710,1
10061,23815,5
13933,17224,2
12742,38017,2
1745,22213,4
10926,36658,2
12768,34095,2
13595,16773,3
2886,3333,5
5929,35589,1
8148,4960,4
12461,25875,2
10646,24081,4
13367,22456,1
7976,16883,2
8715,32736,2
2200,42514,1
3301,18954,5
10163,13395,5
1162,15246,4
12875,39411,2
12987,36835,4
4484,33940,3
266,12819,4
5951,6210,5
10780,3578,5
4171,32926,2
2812,41206,4
7295,28401,2
9136,1811,1
12273,40664,1
7048,39092,4
10594,38374,4
3171,18729,4
11189,2408,5
12739,35773,3
10773,36808,1
5725,28670,2
7377,26540,4
1456,39434,4
1168,32684,2
11004,15390,2
12413,3056,5
754,6321,2
4737,27159,2
6468,37235,4
9755,21972,3
2566,25728,5
10853,17666,5
13626,10992,2
5762,4512,5
3976,15669,1
11817,27223,2
4879,38395,3
1240,9103,3
5545,17951,4
3100,4508,1
13618,24668,1
8617,8028,1
9241,15306,2
8140,21732,2
624,25843,5
7538,37503,3
9884,18910,2
3856,22526,4
4520,41430,1
628,20947,1
12342,28256,2
4182,41722,3
2450,34724,4
2931,21312,4
3739,20446,4
2941,26009,5
10083,4723,3
10342,27913,4
13157,38624,3
12141,33445,3
10117,4091,3
13719,22108,1
12872,8383,3
8621,24074,3
1205,16446,3
9456,18585,3
1778,30550,2
8151,31567,2
12019,23799,4
8827,32096,2
10347,37938,4
4562,38001,4
8225,22581,2
4002,4289,1
6335,7815,3
7946,1601,3
3787,20374,5
13626,14848,4
7428,31914,4
6750,38077,1
2816,25383,1
9175,43884,5
8607,36726,1
11888,17885,1
5987,9712,2
1960,9598,4
5695,16389,2
8054,18783,1
442,42774,5
2669,20210,2
5367,41463,2
12601,1301,4
7690,30803,2
11576,21218,4
4480,14756,3
1081,24556,3
8171,36536,1
12363,7926,4
4563,30184,3
11328,8723,4
12405,22632,1
13387,31623,1
7978,19709,3
877,14643,4
7884,24584,5
12060,14003,4
12076,5008,4
7670,25094,1
11389,38406,3
11003,12700,2
5584,1377,3
9192,38177,4
5153,39052,1
6538,13325,4
5015,17376,5
11843,28536,4
8141,6451,5
1178,25011,5
11209,14718,5
10212,9665,4
3508,40226,3
6497,4522,4
12787,37122,2
3645,14426,2
9397,15511,4
8911,12318,5
9365,21609,4
13905,34838,1
4339,19728,4
266,5907,5
9705,8143,5
848,11565,4
5199,27300,4
11297,43872,2
8454,3686,1
7987,15411,2
8557,13889,4
2386,1533,3
1748,16016,5
6439,41199,3
1533,9653,2
3174,39064,3
180,15415,1
2588,22832,4
7683,904,1
5178,42724,5
1321,34053,2
5238,37551,2
12722,37276,5
524,28703,3
8726,21853,4
3562,33472,5
8462,38066,3
13595,306,2
4792,7223,2
7947,33171,5
2765,40864,2
10937,4545,5
6169,39619,3
845,25445,3
8500,1618,3
3428,40003,5
5863,24092,3
5177,16637,3
8915,36245,3
4435,30417,5
1119,19360,3
4951,27528,5
9340,43635,1
12657,37356,3
5141,31646,4
7573,21659,5
11948,42597,5
6360,6599,3
3211,26999,3
12589,14307,2
11980,43827,4
1412,17085,2
1688,14759,4
13232,20530,4
7092,39795,5
11424,1909,3
13726,18175,1
3023,30633,1
7776,21636,4
11232,32616,2
13649,21696,4
8887,18410,1
7910,988,5
9726,29192,5
2158,37147,1
12016,22641,4
2029,13247,5
5295,15170,1
6480,8223,5
798,25445,1
8519,40546,2
5457,33719,3
2913,36369,3
3039,39024,5
10210,24893,1
5359,43676,2
12185,23903,3
1273,20240,2
13160,41292,4
9385,212,3
2783,43291,3
5244,41993,5
10127,30400,3
1021,17007,2
11605,26194,4
10317,23787,3
1729,40879,1
5676,34736,1
7379,24817,2
5862,41522,2
13187,19164,4
10802,22577,3
11643,15116,4
4272,39980,2
3936,6417,2
4980,595,2
2707,22744,5
1591,4862,2
1009,18229,4
7720,95,5
3164,32918,4
5429,24975,2
13237,20861,5
646,8487,2
8455,12998,3
6210,40079,5
5912,24830,1
8165,1321,4
6248,6590,2
11170,15590,1
10527,33169,5
6137,30983,1
457,28515,2
3946,19797,3
13741,32853,2
1919,15931,4
12644,42882,5
8917,21160,1
7963,24004,3
2466,39837,5
5916,30524,4
11954,7465,5
7216,9841,1
8095,9462,2
3570,14373,3
11345,21538,3
6998,18243,5
2576,34589,2
10366,19543,1
3779,23796,4
10526,10132,4
6315,4831,1
5074,7335,4
3870,9305,1
9466,17,5
13365,39245,2
11438,2694,3
4184,6260,3
9563,4943,4
3883,372,5
7215,5703,4
2756,39420,1
4973,37084,5
6569,34143,4
7488,4404,3
3506,41757,2
3987,23709,1
3344,112,3
1256,40169,4
13948,21811,1
1520,8470,5
7135,20977,3
13778,42876,4
397,4534,2
11532,30262,1
13656,17385,3
12293,29355,2
7456,31910,3
5115,27758,4
2977,33767,4
379,16247,5
2255,3066,4
1589,21008,2
3862,35320,1
4911,30474,4
2724,40456,5
1152,30717,3
9044,18180,4
4944,15783,4
8310,9432,2
10829,23564,1
12242,32665,5
5553,5316,2
12751,32376,1
11915,25358,1
4717,4133,2
8925,28277,4
4262,26976,5
10007,24681,3
12603,10042,4
8585,27485,2
865,27116,5
9996,17375,1
5462,32807,4
7164,30499,2
1531,27570,4
8660,7694,3
4346,9306,5
3329,40431,4
748,4159,5
9675,18582,1
5330,4800,4
11945,24606,5
4206,24687,1
201,35195,2
4473,23195,1
5363,14179,4
520,3045,1
11201,38998,2
3134,39327,1
8197,7117,2
12341,30162,1
1794,4508,2
230,2026,3
13188,20956,5
5144,33617,1
4222,10120,3
5964,34890,2
567,32882,3
9623,6474,3
2380,33965,2
2747,10833,2
9543,23439,4
11005,21308,3
2522,35610,3
6658,14388,1
7905,22449,5
7239,29403,1
279,10385,2
4160,41206,3
7599,33369,5
13344,38306,2
2151,14686,4
8819,5085,3
8055,16742,2
10506,13337,1
13509,4798,4
13816,32569,5
878,22309,4
7926,11796,1
9269,12135,5
10877,42003,4
7733,18923,3
956,18261,4
12495,3527,2
1717,38287,2
2027,8700,4
12848,31544,1
9408,16674,4
5953,23708,2
6057,21197,1
9687,8759,2
12074,12058,2
3355,28124,3
6834,14282,4
6000,5055,5
9299,1311,3
712,29313,3
4352,15847,4
10269,43189,5
563,38674,5
