voter_uid,reviewer_uid,mid,vote
5,5598,11024,0
11300,5598,16392,1
2,5598,7107,1
1,5598,16929,0
2774,5599,17947,0
4608,5599,5279,1
10529,5599,12243,1
2317,5599,15818,1
7340,5599,19247,1
11744,5599,7630,0
1,5599,4344,1
1491,5599,9679,1
7570,5599,11457,1
3,5601,15273,1
11129,5601,2177,1
3,5602,1784,1
1,5602,536,1
2824,5602,8613,1
3,5602,12107,0
4,5603,12965,1
949,5603,5609,0
8564,5603,14712,1
5,5603,15539,0
6374,5603,10909,0
1547,5603,14900,0
4,5604,15614,1
10299,5604,6430,1
4,5604,5010,0
6465,5604,13621,1
3,5605,1889,0
8745,5605,11108,0
6700,5605,15438,0
10045,5605,12818,1
1,5605,10017,1
1,5605,7275,0
4045,5606,14187,0
10212,5606,14969,1
3867,5606,5304,0
4,5606,1309,0
4454,5606,11047,0
5,5606,13018,0
2,5606,1829,0
6748,5606,3626,0
4,5607,18423,1
3,5607,2569,0
5,5607,6610,0
1,5608,5916,0
11346,5609,7214,1
4,5609,16224,0
7061,5609,18927,1
3,5610,2363,0
2,5610,1686,1
5,5610,3554,0
1605,5610,18638,0
4,5610,18296,1
1362,5611,5237,0
3,5611,15929,1
4,5611,5331,1
5,5611,10524,0
4300,5611,10608,1
3,5611,17461,1
2,5611,1453,0
6211,5612,19193,1
7592,5612,15455,0
7184,5612,19604,0
7671,5612,6563,0
11151,5612,11867,1
2,5613,7801,0
2,5613,18027,0
6935,5613,5596,1
4,5613,899,1
2662,5613,16990,0
5,5613,255,0
5,5613,9107,0
10194,5614,7722,1
4,5614,8989,1
4,5615,5705,1
3,5615,9401,1
7255,5615,14551,0
1783,5615,8661,0
5563,5616,4618,1
1,5616,7341,1
281,5617,16144,1
3231,5617,9007,0
1,5617,5305,0
2,5617,19350,0
3,5618,9534,1
3,5618,10820,1
3805,5618,18282,1
6771,5618,1146,1
3,5618,14841,0
5,5618,11757,1
1437,5619,1506,0
5,5619,15236,1
1114,5619,15807,0
1,5619,19366,1
5848,5619,13543,0
8528,5619,15280,1
4999,5619,10285,0
5,5619,7523,1
3,5620,13713,1
5,5620,4461,0
5550,5620,128,0
5,5620,13691,1
5,5620,4398,1
1,5620,19530,1
3,5621,9381,1
10625,5622,7468,0
3,5622,1494,0
1,5622,12574,1
2305,5623,902,0
1,5623,7808,1
2,5623,15816,0
4,5623,6570,1
8316,5623,18709,1
4,5624,17395,0
2,5624,18294,1
11894,5624,14884,1
1,5625,12776,1
11600,5625,8723,0
9708,5625,4949,0
4,5625,2032,1
3,5625,17484,0
5,5626,16643,0
1,5626,10655,0
12954,5626,16197,1
1397,5626,10430,1
117,5626,14737,0
2512,5626,4165,1
3591,5626,3535,0
3,5627,13142,0
7388,5627,7805,1
8130,5627,4457,0
3292,5627,10453,1
12442,5627,13645,1
2183,5627,16598,1
2,5627,12827,1
2,5627,15525,1
6770,5627,19349,1
4,5629,17078,1
13597,5629,18299,1
2,5630,3397,0
1,5630,15030,0
4,5630,18692,1
11001,5630,1092,0
6413,5631,15357,0
1557,5631,18612,1
4,5631,6482,0
4,5631,1025,0
4,5631,14121,1
5,5631,13036,1
1,5632,9556,1
10888,5632,11101,0
3,5632,6786,1
1,5632,910,1
1,5633,13793,1
1,5633,12026,0
3,5633,15553,0
1,5633,16127,0
2,5633,10149,1
5166,5633,7898,0
4,5634,17198,0
12219,5634,13904,1
2,5634,1150,1
9771,5634,17788,0
11264,5634,1085,1
2,5634,14591,0
13622,5634,8196,0
2952,5634,9978,1
4886,5635,2816,1
2,5635,1853,0
9775,5635,14258,0
2,5636,2273,0
2,5637,3650,1
8053,5637,8866,0
2,5637,3348,1
5,5638,12593,0
4541,5638,19105,0
900,5638,987,1
5528,5638,1069,1
5,5638,13209,0
8074,5639,15760,0
364,5639,2368,1
1,5639,1708,1
10597,5639,1113,1
1737,5639,8636,0
4967,5639,14239,1
3321,5639,17079,1
2,5640,15430,1
1,5640,6743,0
13331,5640,4501,0
6821,5640,12050,0
653,5640,614,0
9333,5641,9975,1
1,5641,19869,1
7683,5641,14491,1
9847,5641,3464,0
2893,5641,9712,1
3,5641,3464,1
2922,5641,9446,1
1,5642,864,0
3,5642,13084,0
10793,5643,16157,1
5,5643,6748,1
5,5643,18280,1
1,5643,15204,0
8126,5644,15529,0
1630,5644,10113,1
5502,5645,10854,0
12402,5645,16007,0
5110,5645,13307,1
1,5645,12002,0
11509,5646,18157,1
6674,5646,13899,1
2,5646,13643,1
4,5646,8772,0
9648,5646,15929,0
12494,5646,17584,1
9846,5647,3538,1
4,5647,17093,0
2,5647,12088,1
2,5647,11553,0
4,5647,6708,1
5815,5647,16299,1
13160,5647,6852,1
2489,5647,11529,1
10927,5648,64,0
9025,5648,12140,0
5,5648,5949,0
8652,5648,955,0
3341,5648,12206,0
3,5648,16752,0
1,5649,8524,1
9886,5650,18433,1
8659,5650,7124,1
1,5650,5345,1
5,5651,3724,1
3,5651,5284,1
12032,5651,13527,0
4231,5651,3033,0
9464,5651,17471,0
2192,5652,17919,1
3,5652,19766,1
11415,5652,11086,0
13668,5653,933,0
4358,5653,19757,1
393,5653,4944,1
2,5653,583,0
10227,5653,15137,0
2,5654,7634,1
2,5654,9700,0
10256,5654,7825,0
11642,5654,11150,1
11322,5654,11808,0
2,5654,10198,0
4,5654,10877,1
1239,5655,6058,0
6242,5655,14392,1
8498,5655,1917,1
4,5655,5598,1
2,5655,8849,1
4,5655,3657,1
1,5655,18360,1
10810,5655,19437,0
1,5655,8811,1
3,5657,8087,0
13826,5657,480,0
5,5658,18121,0
11164,5658,14239,0
5,5658,7137,0
2,5658,1049,1
4,5659,19888,0
6753,5659,178,0
13257,5659,5324,0
2,5659,10300,0
4,5659,11890,0
2,5659,13089,0
5,5660,2870,1
7233,5660,9521,1
7453,5660,18004,1
1,5660,16790,1
13089,5661,14886,0
5044,5661,17756,0
2,5661,346,1
9792,5661,15226,1
5,5661,19067,0
7880,5661,17784,0
11999,5662,12071,0
3,5662,357,0
3,5662,2413,0
1,5662,5033,0
5,5662,18238,0
3,5662,12119,1
1,5662,19121,1
13224,5662,834,0
5259,5663,13462,0
4,5663,6148,0
4,5663,5401,0
4,5664,12807,0
4,5665,18469,1
2911,5665,6607,0
1,5665,3987,1
10574,5666,11329,0
7954,5666,16451,1
13266,5666,16370,0
11185,5666,10472,1
7211,5666,5936,0
4,5667,19043,1
5049,5667,16161,0
1887,5667,1113,1
2,5667,635,1
9481,5667,14627,1
1,5667,10732,1
6433,5667,401,1
4,5668,14972,1
979,5668,14698,0
4811,5668,8443,0
3,5668,16615,1
2,5668,6355,0
1,5669,3701,1
12527,5669,9629,0
2,5669,19240,0
5,5669,5701,1
5854,5669,8713,0
10817,5669,10588,1
12364,5669,2646,1
5864,5670,6514,1
2,5670,8553,0
2,5671,13810,1
4298,5671,18619,0
5,5671,11856,0
13041,5671,16685,1
5,5672,16384,1
2,5672,12672,1
3,5673,10145,0
2588,5673,14374,1
4,5673,10304,1
7158,5673,17010,1
10564,5674,5252,0
4874,5674,19210,0
11369,5674,11170,0
3,5674,1518,0
1551,5674,19713,1
9702,5674,9144,0
11655,5675,7291,0
1366,5675,1616,0
5,5675,12179,0
194,5675,16401,0
4,5675,18356,0
3796,5675,9960,1
5,5675,16937,1
1,5675,10719,1
4,5676,13896,0
4,5676,8378,1
4,5676,6431,0
2,5676,19117,0
3,5676,16437,1
639,5676,10780,0
13379,5677,10225,0
4,5678,13438,0
1,5678,13489,1
4415,5678,14829,1
1,5679,599,0
4,5679,5530,1
3,5679,12145,1
11999,5679,10588,0
5,5679,6139,0
4,5680,9382,0
1,5680,19211,0
2117,5680,9314,1
4,5681,18339,0
2,5681,19559,0
2,5681,9492,0
1226,5681,8925,1
2,5681,17040,0
4959,5682,11756,0
9938,5682,31,0
1,5682,17213,1
7054,5682,3689,0
4,5682,2734,1
4,5682,9085,1
2,5682,17446,1
3,5683,10561,1
7141,5683,1527,0
7399,5683,17784,1
3,5683,16764,1
2,5683,10264,0
3,5683,252,0
3256,5683,16666,1
3631,5683,9534,0
3,5683,16060,1
8731,5685,13823,0
3913,5685,14067,1
2,5686,16370,1
3,5686,7334,0
324,5686,7203,1
2,5686,5546,0
1,5687,15164,0
11353,5687,12903,1
3,5687,18185,0
2618,5687,6998,0
5,5687,12145,0
8625,5687,18592,0
11995,5688,13225,1
1,5688,2100,1
9850,5688,2320,1
3,5688,17992,0
3,5689,4334,0
10950,5689,12481,1
12876,5689,18240,0
11995,5689,528,1
9034,5689,9484,1
2766,5689,11971,1
4,5690,18783,0
107,5690,1044,1
4,5690,9117,1
3485,5690,15251,1
7659,5690,16653,0
5,5690,10427,1
1,5690,4988,1
2772,5690,4999,1
4,5691,1682,1
4,5691,9909,0
3,5691,14391,0
12908,5692,14259,0
5,5693,6518,1
12462,5693,2286,1
3,5693,7007,0
8336,5694,14516,1
2941,5694,9425,0
1,5694,12344,0
4,5694,18897,0
3,5694,7533,0
2,5695,7292,1
13377,5695,4358,0
1325,5695,14388,1
3,5695,5148,1
3,5695,17028,1
4,5695,10949,1
5,5695,19966,1
9910,5696,14359,1
1,5696,9884,0
2,5696,18314,1
2,5696,12005,0
12306,5696,6864,1
5,5697,5211,0
777,5697,6236,0
4,5697,10899,0
1,5697,9489,0
5,5697,13618,1
13450,5697,1498,0
3,5697,3289,0
3518,5698,15244,1
3,5698,10524,1
4202,5699,15144,1
5,5699,7121,0
4837,5699,9805,0
12181,5699,4416,1
4,5700,19299,0
8873,5700,19584,0
9447,5701,2202,0
4,5701,9440,0
10588,5701,15417,1
5,5701,18717,1
3,5702,2174,0
3,5702,870,1
12920,5702,19131,0
2756,5702,3137,1
2039,5702,11655,1
817,5702,15998,1
7653,5703,16342,0
6075,5703,15235,0
5,5703,15251,1
2,5703,4754,1
214,5703,3516,1
2,5703,1788,0
13160,5703,2747,1
4,5703,18922,0
4,5704,13434,1
11920,5704,16375,0
1,5704,16958,1
2,5704,18046,1
2,5704,1064,0
4,5704,4859,0
10441,5705,2119,0
9791,5706,9986,0
4,5706,14323,1
3694,5706,13562,1
3,5707,765,0
1,5707,9550,0
1,5707,8978,0
8599,5707,10701,0
4,5707,6007,0
1572,5708,832,1
3,5708,8912,1
1,5708,3694,1
1,5709,8196,0
2,5709,18165,0
8358,5709,4537,0
4,5709,4443,0
4,5709,15503,1
3,5710,10650,0
4,5710,4213,1
2331,5710,14376,1
2,5710,11625,0
1,5710,503,0
11264,5710,8866,1
7555,5710,962,1
1740,5711,13246,1
12975,5711,19434,0
1333,5711,8767,1
2174,5711,11399,1
4,5711,13737,0
6160,5711,2285,1
920,5711,14310,1
2,5711,16121,1
11551,5711,4360,1
3,5713,13505,1
11972,5713,14038,1
5,5714,7987,1
10690,5714,6911,0
1649,5714,17136,0
9654,5714,9450,1
10300,5715,16523,0
1,5715,16592,0
702,5715,5984,0
12722,5715,1612,0
5712,5715,19482,1
4,5715,3978,1
5,5716,8628,1
3286,5716,15549,0
1,5716,15343,1
5,5716,15544,1
4,5717,11373,0
253,5717,4268,1
3988,5717,2933,1
5,5717,2380,1
3,5717,19085,1
10880,5717,12166,1
1,5718,13303,1
1,5718,2594,0
3595,5718,16747,1
10756,5718,11696,1
5,5718,10549,0
2,5718,8487,0
4,5718,12096,0
9815,5718,3097,0
2846,5719,12786,0
12250,5719,17301,0
2,5719,3518,1
341,5720,4891,1
4,5721,3172,1
2783,5721,5025,0
13672,5721,8552,0
9037,5722,17101,1
3313,5722,9785,1
10054,5722,4672,1
2759,5722,4451,0
2,5722,1400,0
5,5723,11448,0
1,5723,3549,0
6781,5723,3553,1
5,5723,13786,1
6006,5723,12600,0
686,5723,9871,0
4,5723,16017,0
12355,5724,9442,0
2,5724,15130,1
11963,5724,14027,0
2,5724,2424,1
12601,5724,15598,0
1,5725,3644,0
5,5725,4141,0
4,5725,5771,1
1978,5725,12396,1
2403,5725,12952,1
5766,5725,8287,1
5,5725,17433,0
3290,5726,7749,0
9631,5726,10682,0
1,5727,6708,1
10317,5727,3682,1
13621,5727,3847,0
5,5727,16785,1
3,5728,10831,1
5,5728,19710,0
1,5729,16260,0
9507,5729,7097,0
494,5729,17428,1
2,5729,13555,1
8260,5730,2985,0
1,5730,17906,0
9686,5730,2003,1
2555,5730,7760,1
1,5730,1033,0
7883,5730,9324,0
4,5731,12388,1
10853,5731,12346,1
3,5731,6689,0
3,5731,16242,0
3,5731,10621,1
2,5731,5021,0
4322,5731,6048,0
640,5731,4445,1
6698,5732,3208,0
6925,5732,5275,1
13318,5732,3971,0
4,5732,13014,0
12207,5732,7184,1
3162,5732,7612,0
6406,5733,18285,0
1,5734,782,1
3,5734,13263,0
2,5734,2757,0
5502,5735,11102,1
4,5735,1447,0
5,5735,9079,1
11544,5735,9313,0
5,5735,4929,1
2,5736,12439,1
1763,5736,14735,0
12645,5736,10143,1
2,5737,14385,1
3,5737,10121,0
3,5737,9843,1
5721,5737,15957,1
8455,5737,6057,1
8086,5738,5581,1
8879,5738,16501,0
8801,5738,9396,1
13639,5738,15525,1
4,5738,9342,0
1,5738,12942,1
5,5738,13469,1
2,5739,8641,0
3518,5739,14136,0
4,5739,15583,1
13522,5739,17709,1
4658,5739,16743,0
5,5739,2186,1
8281,5739,11317,0
3,5739,6345,1
3,5739,7796,0
5092,5741,6295,0
4253,5741,1405,1
13595,5742,5285,0
6195,5742,14829,1
3,5742,14886,0
9260,5742,15590,0
13263,5743,1219,1
11732,5743,10558,1
3,5743,9726,0
12867,5743,2359,1
1,5743,6794,0
1,5743,10267,0
2,5744,804,1
13763,5744,16204,0
6080,5744,17948,0
9738,5744,16895,0
12970,5745,18837,0
10008,5745,13147,0
2808,5745,18152,0
1,5745,15607,1
2,5745,2747,0
4,5745,5264,0
2109,5746,11056,0
4,5746,14607,1
3488,5746,5337,0
5,5746,1350,1
3811,5746,3205,0
1,5746,15489,0
2,5746,12954,1
1,5746,3013,0
864,5747,15060,0
8909,5747,15926,1
7018,5747,983,1
12150,5748,4007,1
1,5749,9861,1
4,5749,3824,0
3,5749,13269,1
1,5750,2775,0
4591,5750,14549,1
5,5750,19148,0
9694,5750,18851,0
1544,5750,19724,0
4,5751,507,0
12366,5751,2344,0
3072,5751,6027,1
7085,5751,10914,0
2,5751,6411,0
4,5751,3438,0
4150,5751,13148,0
2,5752,6823,0
1,5752,12243,1
11546,5752,5132,1
5392,5752,3420,0
4,5752,2908,0
1185,5753,4594,1
3,5753,19282,0
1,5753,11313,1
1,5753,12634,0
2,5753,7858,1
11938,5753,8401,1
1,5753,2488,1
9368,5754,354,0
6253,5754,1336,1
5,5755,12425,1
1,5755,5905,1
5875,5755,3163,1
11910,5755,5246,0
6984,5756,5727,0
10586,5756,6897,0
1,5757,5879,0
8941,5757,13777,0
5,5757,83,0
11279,5757,6796,0
3,5758,6994,1
5,5758,2797,0
7761,5758,2370,1
9764,5758,2068,0
4604,5758,15031,0
8982,5758,3697,0
1991,5759,4454,0
1,5759,4852,0
4,5759,4841,1
11293,5759,8600,1
8114,5759,1683,1
1709,5759,8669,1
224,5759,6981,0
11330,5759,2903,1
8152,5760,875,0
4,5760,3742,1
13381,5760,16513,1
4288,5760,10757,0
4,5760,13305,1
11725,5760,12458,0
180,5761,3030,0
2,5762,5559,0
4,5762,18698,1
8537,5762,7559,0
1,5763,486,1
4,5763,2734,0
1,5763,10301,0
1,5763,4961,0
3,5763,7212,1
1030,5764,2659,1
4,5764,17150,0
2887,5764,17947,0
5,5765,2287,0
5,5765,12164,1
7134,5765,5822,1
373,5765,1618,0
4,5765,17687,1
5182,5766,13407,0
11680,5766,1724,1
12695,5766,6237,0
3,5766,945,1
1,5766,11618,0
2824,5766,6726,1
3,5766,14701,1
4509,5767,1509,1
1,5767,3849,0
10421,5767,19875,1
1579,5767,18993,0
4,5767,5275,0
4,5767,4583,0
171,5767,17748,1
5036,5767,8039,0
9957,5767,14344,1
2,5769,7031,0
8662,5769,10848,0
9899,5770,6797,0
3,5770,9147,0
2,5770,2736,1
3185,5770,13930,0
4076,5771,8989,0
5,5771,10142,0
5695,5771,4992,1
7661,5771,11098,1
1220,5771,9373,0
7984,5771,10541,1
2,5772,5349,0
9075,5772,13712,0
12674,5772,8897,0
6490,5772,14813,0
13711,5773,3691,0
3,5773,17781,1
12624,5773,14773,1
1,5773,496,1
7766,5773,12517,1
5,5773,1760,0
4,5774,13065,1
6463,5774,16397,1
1,5774,13275,0
10815,5774,8875,1
6777,5774,309,1
2,5774,6591,0
4,5774,15039,1
7555,5774,13968,1
4,5775,7284,1
5,5775,9332,0
5,5775,17577,0
4,5776,9852,1
1369,5777,12627,0
3,5777,7088,1
5,5777,1039,1
4,5778,13972,1
3,5778,13664,1
10456,5778,15235,0
6936,5778,18842,0
3506,5778,15786,1
1860,5779,5604,1
4,5779,4249,0
4,5779,11086,1
2337,5779,2466,1
9962,5779,12855,0
4,5779,14870,0
2,5779,3545,0
11270,5780,952,1
4,5780,13689,1
1183,5780,16869,0
1,5780,8585,0
1,5780,1789,0
2934,5781,4725,0
2,5781,18365,0
2632,5781,5605,1
723,5781,937,0
2837,5781,14159,0
9005,5781,13651,0
2,5781,10396,1
1,5782,9767,1
5860,5782,10370,0
4,5783,19512,1
3,5783,10089,1
7417,5783,10747,0
4,5783,7198,0
8640,5784,6503,1
4153,5784,187,1
2,5785,3359,1
1,5785,18097,0
8859,5785,1223,1
8538,5785,12159,1
5,5786,10272,1
5,5786,8076,1
2,5786,3146,0
2,5786,11968,1
5,5786,3366,1
1595,5786,13535,1
4,5787,2169,1
7584,5787,14148,0
8838,5787,12889,1
4,5787,4553,0
2,5787,17087,1
1471,5787,3967,1
2,5787,2515,1
2540,5787,11815,0
304,5788,18187,1
13214,5788,6620,1
1,5788,18546,0
5,5788,18566,1
3,5788,17676,0
4,5788,16764,0
3,5789,9145,1
7049,5790,19025,0
4,5790,3634,1
5,5790,8943,1
13306,5791,17435,1
2954,5791,5713,1
4576,5791,12917,0
4,5791,3556,0
2,5791,17557,1
2187,5792,10478,1
4,5792,11701,0
2646,5792,16955,1
4,5793,17231,0
13298,5793,11634,0
11128,5793,15224,0
5,5793,3459,1
9928,5793,10375,0
6002,5794,3339,1
3312,5794,9075,1
2836,5794,2991,1
3,5794,18260,1
4,5794,6768,0
13739,5794,7976,1
2,5794,7925,0
5,5795,16227,1
4,5795,5078,0
4605,5795,13260,0
1,5795,7876,1
1,5795,5499,1
3,5795,3335,0
10426,5795,13144,0
4,5795,8671,1
8119,5795,10626,1
4148,5797,12296,0
2566,5797,17297,0
4,5798,6176,0
2,5798,4835,1
1,5798,13709,1
10145,5798,13485,0
12823,5799,16815,0
5188,5799,19460,0
1913,5799,11915,1
1,5799,15843,0
5,5799,14092,0
12792,5799,11253,1
1,5800,16417,1
5,5800,1050,0
12985,5800,17489,1
2,5800,619,1
4319,5801,15730,0
5,5801,15094,1
3,5801,14649,1
9899,5801,13365,0
9198,5801,674,0
5,5801,5396,0
4,5802,5159,0
406,5802,2300,1
4,5802,5304,1
9547,5802,12563,0
9967,5802,5513,1
3,5802,2967,0
2795,5802,11026,1
10952,5802,3895,0
5,5803,9536,1
8698,5803,1256,0
1559,5803,10695,1
5,5804,7470,1
4,5805,6626,0
2,5805,6249,1
3,5805,17624,1
4,5806,2315,0
3,5806,8153,1
12602,5806,18073,0
4274,5806,16179,0
10017,5806,15918,1
4682,5807,6260,1
5,5807,5970,1
1,5807,1764,1
2,5807,15677,1
3987,5807,8973,1
4,5807,18073,0
8155,5807,10501,0
3,5808,3037,0
12530,5808,10050,1
5,5808,32,1
2940,5808,18444,1
5,5808,5012,0
512,5809,3333,0
4,5809,9306,1
10800,5809,9655,0
2272,5809,13315,0
5306,5809,19058,1
5,5809,18836,1
1704,5809,9738,1
6275,5810,639,1
3,5810,9871,0
3779,5811,19168,0
13301,5811,11167,0
3,5811,10667,0
4,5811,11559,1
1,5812,19580,1
3,5812,6976,1
13589,5813,16704,1
4,5813,15013,0
4415,5813,395,0
12969,5813,19240,0
1,5814,8121,1
4251,5814,8628,0
4,5814,19991,0
12224,5814,3068,0
6782,5814,7288,0
3050,5814,12026,1
2145,5815,12125,0
3,5815,3056,0
4108,5815,12759,1
12904,5815,12070,1
9474,5815,2612,0
5364,5815,15792,0
7155,5815,9202,1
13060,5815,5201,1
3,5816,12357,0
5,5816,15052,0
4668,5816,16811,0
1,5816,4816,1
12080,5816,6530,0
5,5816,18414,1
5,5817,11929,1
13211,5818,5135,0
6012,5818,13077,1
3,5818,16950,0
2566,5819,16110,1
2,5819,9024,0
6725,5819,2435,0
11596,5819,1538,1
5,5819,13424,1
11660,5820,7829,0
9009,5820,10346,1
6913,5820,2909,0
2,5821,13409,0
3,5821,2679,0
4,5821,19653,0
11233,5821,13506,0
8907,5821,16806,0
10462,5822,9305,0
11316,5822,12656,0
3,5822,6149,0
9943,5822,1829,0
1719,5822,10215,1
2,5822,3257,1
1,5822,12520,0
2,5823,13865,0
2,5823,11855,0
1977,5823,100,0
3,5823,1037,0
5775,5823,19329,0
4,5823,16009,0
2,5823,3946,1
5335,5823,8044,1
487,5823,4304,0
1,5825,16857,1
707,5825,9298,0
12680,5826,9379,0
2,5826,14582,1
1640,5826,9832,1
2,5826,6595,1
483,5827,15888,1
7448,5827,4575,1
7959,5827,10397,0
8222,5827,989,1
5,5827,9741,1
4,5827,17536,1
2609,5828,2230,1
1,5828,2951,1
181,5828,14609,1
5,5828,17570,1
7161,5829,13589,0
1039,5829,7757,0
10713,5829,17252,0
3,5829,12734,0
2,5829,3721,1
5,5829,15748,0
1,5830,18204,1
10883,5830,12148,0
934,5830,13293,1
5,5830,452,1
4,5830,4577,0
1032,5830,6074,1
1,5830,9701,0
2,5830,18377,1
5,5831,18240,1
13196,5831,15332,0
5,5831,5439,1
13822,5832,5021,0
6662,5833,775,1
4,5833,17120,1
5694,5833,831,1
4,5834,2291,1
6379,5834,13019,0
5,5834,12522,1
3032,5834,4217,0
3,5834,3481,1
2,5835,2259,0
2688,5835,19532,1
2516,5835,11127,0
8178,5835,18462,0
5627,5835,17456,1
3,5835,11925,1
1,5835,4187,1
5,5836,14926,1
10717,5836,14615,0
2,5836,9005,1
5,5836,12257,1
10672,5836,6897,0
1710,5837,11241,0
3,5837,516,1
4,5837,2768,0
11796,5837,8602,1
5,5837,14018,1
9220,5837,18374,1
5,5837,17490,0
5,5838,14108,0
3,5838,9794,1
12354,5839,2654,1
2228,5839,4478,0
5,5839,3679,1
5833,5839,5354,1
3,5840,7672,1
9209,5840,9765,0
2179,5841,1056,1
2585,5841,11532,1
714,5841,12874,0
2,5841,15221,0
1,5842,11486,0
11600,5842,11556,0
11423,5842,14999,1
2,5842,12368,0
9334,5842,8278,1
11668,5842,10826,0
9035,5843,4622,1
3147,5843,3976,0
5,5843,7223,1
1,5843,10740,1
1087,5843,13604,0
4,5843,10661,0
5,5843,6196,1
12703,5843,598,0
11933,5844,11860,0
7105,5844,12738,1
3341,5844,7648,0
11173,5844,17435,0
6125,5844,2649,1
186,5844,16144,0
2,5845,18499,1
3,5846,319,1
1,5846,4499,1
5236,5846,8828,0
13097,5847,12173,0
644,5847,5967,1
2,5847,17122,1
5,5847,8003,1
2,5847,8976,1
1,5848,17159,1
1,5848,9504,0
10006,5848,6229,1
12530,5849,13876,0
2,5849,11370,0
2400,5849,12985,1
3,5849,12969,0
5,5849,5026,1
4,5850,6732,1
1,5850,5878,0
8728,5850,18563,1
10563,5850,3749,0
3,5850,7023,1
3,5850,8906,0
2,5850,7582,0
5,5851,7051,1
8686,5851,18375,1
13495,5851,335,1
3,5851,1333,0
6324,5851,9790,0
13806,5851,8157,1
7873,5851,597,1
5786,5851,9876,0
1,5851,7072,0
1,5853,12744,0
5,5853,18660,1
3,5854,19023,1
8476,5854,10069,1
5,5854,6185,0
5940,5854,6219,0
4,5855,16956,1
1,5855,5202,1
5,5855,12990,1
12615,5855,16694,1
13029,5855,8810,0
7337,5855,709,1
4,5856,10255,1
10296,5856,18846,1
11830,5856,2382,0
3,5856,6842,1
4,5857,10928,1
13857,5857,1757,0
4392,5857,3299,0
2,5857,17670,0
7152,5857,5329,0
1,5857,4445,0
2,5858,7943,1
12938,5858,11176,0
2,5858,5399,0
7636,5858,19575,0
1169,5858,7436,1
10428,5858,4110,1
7931,5858,12896,1
5,5858,18429,0
1,5859,4240,1
11929,5859,11024,0
2622,5859,10704,0
5,5860,2077,0
1,5861,8883,1
5,5861,13990,0
1074,5861,8663,1
802,5862,17066,1
9877,5862,7526,1
12407,5862,12078,1
2,5862,9547,1
3,5862,19124,0
13641,5863,5241,1
9948,5863,3572,1
5243,5863,1123,1
6319,5863,19296,1
2307,5863,3326,1
5553,5863,19978,0
13481,5863,9729,0
1112,5864,11859,0
8345,5864,15242,1
2,5864,12884,0
6266,5864,17948,0
3,5864,13170,0
5,5865,5070,0
5,5865,13574,0
2689,5865,9218,1
12045,5865,1835,1
1,5865,15603,0
2,5865,12768,1
5,5865,652,1
1536,5866,7153,0
525,5866,13738,0
2327,5867,2095,1
3,5867,5856,0
11246,5867,12535,0
4585,5867,2725,0
5306,5868,6503,0
12651,5868,4685,1
13320,5869,6482,1
5,5869,11382,1
2887,5869,2874,0
8620,5869,14932,0
2,5870,4444,1
2,5870,11905,0
3,5870,18919,0
1849,5870,8639,0
1,5870,12569,0
4,5870,7327,0
4,5871,4950,1
9186,5871,19524,1
4,5871,10612,1
5,5871,4659,0
800,5871,15127,1
11771,5871,18708,1
1,5871,14966,0
1,5871,2461,1
10921,5872,17315,0
9110,5872,3143,0
1136,5872,11313,1
3919,5872,13236,1
2,5872,16707,1
13339,5872,17664,1
3,5873,8172,1
12738,5874,8495,1
12947,5874,5183,1
11716,5874,9450,1
3,5875,10935,1
5,5875,5273,0
8279,5875,14686,0
5,5875,19713,0
8494,5875,11534,1
2,5876,8403,1
1,5876,11557,0
1062,5876,19382,1
4,5877,16789,0
8666,5877,13495,1
3068,5877,6513,1
7986,5877,12195,1
3,5877,2268,0
3,5878,19418,1
10965,5878,4191,0
2,5878,6127,0
575,5878,4680,1
13530,5878,14157,0
2,5878,17619,0
2,5878,535,1
3,5879,7259,0
9809,5879,13610,0
7065,5879,3889,0
4,5879,194,0
1,5879,14220,1
13843,5879,4899,1
11534,5879,12108,1
2336,5879,17999,1
4,5879,12931,1
2493,5881,17718,1
10698,5881,2110,1
1,5882,5631,1
788,5882,2821,1
10333,5882,6485,1
8706,5882,9616,0
4733,5883,5,1
1,5883,10729,1
6935,5883,2548,0
3,5883,17666,1
3396,5883,4631,1
4,5883,5806,0
1,5884,13299,1
7469,5884,9043,0
2,5884,11193,1
4974,5884,5348,0
128,5885,14341,1
11123,5885,18790,1
2727,5885,16013,1
6112,5885,19764,1
4,5885,3200,1
3,5885,17146,1
11935,5886,4903,0
6643,5886,16528,0
1,5886,15683,1
5,5886,320,0
3798,5886,19249,1
1089,5886,985,1
5,5886,11582,0
4,5886,7415,1
3,5887,4122,1
13714,5887,15938,0
1,5887,2595,0
9291,5888,7179,1
1,5889,19509,1
10884,5889,15821,1
2,5889,917,0
6348,5890,13641,0
3,5890,16067,0
8895,5890,9398,0
4,5890,18174,1
5,5890,1648,1
5,5891,11145,0
2126,5891,12904,0
3,5891,102,1
3,5891,16089,0
3,5891,6099,1
3,5891,12377,1
2,5891,15676,1
5,5892,4668,0
5043,5892,18270,0
5,5892,839,0
3140,5892,17411,1
5623,5892,1727,1
13358,5893,10844,0
2,5893,15540,1
4,5893,18312,0
2,5893,13127,1
12203,5893,6549,1
4,5893,16106,0
12757,5893,5888,0
2,5894,19127,0
2184,5894,10688,0
4049,5895,18734,0
10085,5895,1649,0
3,5895,14625,0
3,5895,1626,0
541,5896,11527,0
