uid,mid
11460,28768
310,16348
7700,36528
10010,24103
9879,4264
2701,43050
8445,1903
4876,30824
3408,30541
11128,35336
10063,10191
10339,40844
7858,27691
6034,2995
2390,37998
5780,2011
1791,7378
11280,13037
10756,26468
2041,49
12096,36979
2878,16039
3739,32577
5336,7879
6515,27610
13964,24071
10787,40648
7652,21997
11932,18162
2740,40149
6684,2229
6448,26366
10636,25189
2027,42583
11581,8889
1852,23131
5180,39160
5732,42198
1211,18791
10854,24825
11786,33406
587,24475
11593,17334
8906,42865
11519,36356
7983,33880
12110,8368
6569,723
10667,31146
9833,37635
5053,10140
11850,2129
9892,41887
12039,20618
12962,28081
10177,35286
9562,17534
2838,32625
7961,27957
10780,42444
7255,33078
5546,3953
5353,42461
8643,22797
7281,31747
6197,21250
9156,16
9172,25958
10288,16006
13796,21293
9570,31877
714,14818
977,25471
9083,9760
3737,6413
11712,20505
1391,42965
13001,8508
8531,21051
2990,4821
6688,7836
1024,27632
5461,34618
8806,13588
3307,34722
2504,6841
8294,37835
10812,31441
3518,35184
10306,30637
12877,2390
7071,764
7689,23926
5253,26550
12569,39024
3762,39942
11958,23458
11088,21424
6068,10519
6331,43021
8372,32361
11402,28174
12519,9396
2563,19208
6312,38056
3714,26640
1731,28925
8250,7434
3678,30105
4104,44053
3421,37595
10505,3665
8243,10529
2312,28191
5062,498
2464,7642
3733,4644
10790,5057
9230,32900
5817,5444
11124,17242
10947,8713
11223,8222
4539,31347
7713,15661
4042,38916
1771,11589
1291,37373
12392,42221
2882,17943
7527,36374
9748,1608
8022,2017
3413,3575
8953,7275
6784,42704
13905,15749
2271,20176
3838,39175
8887,11827
10939,17473
4517,34130
3919,4474
12193,23491
9266,40088
2546,41436
723,9482
9916,8521
7873,26416
3791,17571
11717,19799
3769,3537
4024,1774
2860,29895
4464,43024
13067,35327
8402,5080
5051,25839
10290,21805
787,19676
3257,25595
1200,42750
3103,36293
2256,8999
8440,13698
13810,13430
3794,7141
13672,41554
12697,14902
3881,23280
9351,28526
4295,20492
2008,3281
9503,34981
5615,29990
10688,8079
1867,26119
10247,23986
2875,16998
13091,14275
7518,869
13033,26399
2966,16043
13329,31821
755,21247
6337,20562
10922,16255
10616,34513
12241,35025
10737,23997
1227,28619
794,11860
7565,23581
10325,5424
6392,37858
12934,6609
7907,42486
12787,4877
4652,21039
2274,28007
11125,35776
9160,30811
8370,14326
1517,35893
10962,1754
3275,29532
4411,17997
12262,3276
6791,8748
9678,825
11505,13881
12494,43810
709,1082
13964,11518
11258,21684
11852,16877
11863,37533
4665,8267
365,11184
12353,21067
2563,12878
9677,9983
11641,8969
12422,26599
13376,14640
3702,4675
10870,4317
12360,9696
3170,31095
12193,22188
384,41148
8215,1215
10767,23941
6709,25686
3347,43482
7510,15978
6866,35905
373,25539
11211,39387
675,38034
5053,7966
8540,9598
4371,41477
8092,27741
4871,6570
919,37982
3927,11882
8986,36997
5540,32178
1475,37178
12183,591
9960,26120
11014,27916
6629,2709
3251,38750
11675,22107
4402,17132
5729,6554
8670,17882
5905,1380
8628,25256
6029,40129
10274,3771
12346,19727
13226,9089
3204,34315
4177,38977
13917,16351
12802,41644
11085,34064
3335,15862
10275,13974
6123,17770
11701,17327
1944,36049
8592,2787
11900,35002
2844,1621
13251,36304
6775,19590
9422,2883
13817,24525
300,9746
7447,36666
4686,15862
3545,26172
7309,26200
3906,2838
11909,8600
11886,15912
10838,20554
5236,39490
12595,23814
8596,38256
2803,29521
2086,29542
8558,237
11929,27351
12373,11550
10109,27454
3368,35192
4633,12907
12636,14989
8807,27724
9263,33801
3817,39108
3646,27431
12392,32536
11060,2941
10839,21794
2927,12263
12194,37711
5774,6962
6674,26500
13517,40499
247,31284
5849,634
11251,6823
11203,25969
2895,39256
5405,19831
10039,5739
2705,3099
12162,29889
1199,8098
10823,13137
13277,38245
13494,8254
7456,25209
4294,4888
3949,9493
7358,35422
11781,1455
2009,17523
7460,38576
3167,3193
9293,15776
501,10403
13784,13075
261,15246
603,36528
1756,25937
3759,27003
3584,15684
13145,12461
775,30483
2619,16448
2215,17730
5355,20546
12964,28205
4452,9815
1458,13891
9618,1741
2387,30122
1633,11219
3503,6056
7837,22706
8847,34723
9386,42001
1998,6440
269,30922
10443,33730
2325,23212
4382,30615
4255,17602
12207,27797
7201,6008
9784,20515
12141,17777
3266,2077
1662,25351
1246,38965
7714,16293
6128,31511
8655,28001
5041,43084
8329,30384
2002,11786
3585,40911
2630,39029
4268,24856
11160,24282
10111,4842
1388,31669
4864,26919
4891,17444
13141,32251
6966,1923
11673,31977
3067,11992
4017,38870
5092,22734
7127,2474
1087,8109
8207,28716
5382,42812
10673,32211
2335,37318
1571,33363
6521,4890
11694,24022
484,8213
1094,31972
12907,3202
1950,40623
8220,39532
13889,43422
8945,24347
2858,37959
3758,13716
5081,5682
1576,36447
7351,16721
3826,1668
7357,28153
546,8205
10762,37891
11509,24538
9824,11218
3188,33742
977,20655
4503,1409
4163,42904
13222,18673
10853,41507
3372,1219
8661,36146
12833,43733
11984,30106
8046,4099
11349,7620
4785,11940
11537,18227
13616,25323
4690,16879
4654,6561
7386,38279
8255,36213
207,29300
5226,7544
3292,23947
10665,31741
10211,7254
234,13776
1519,32814
3044,27633
3263,2058
8803,33432
10903,37437
6138,18414
7084,30226
7331,38486
6356,2697
982,16102
3199,8832
13724,19048
144,5005
4046,22706
3655,21510
113,37171
4916,43556
6435,14663
8153,38681
9760,395
12348,36366
2701,10525
7941,33098
8738,26674
6527,17157
13547,1646
13490,29050
3860,9816
2533,1849
12597,34330
9836,33542
6453,7312
11761,21564
8414,15204
6036,9291
7739,34819
4950,17132
6642,30144
7291,24510
6006,22245
6576,36742
2856,26899
4551,34384
12951,20139
9702,43263
6456,5507
5788,20606
5883,13055
296,28232
6255,13862
10656,11588
612,13516
7832,21676
13731,38623
13818,16601
9628,27893
13063,17744
2083,3775
11832,21802
13874,37696
12807,28854
3897,4430
5903,4607
11562,4479
11941,18281
7257,40135
10721,4428
13160,5362
6336,25476
8494,642
5728,21731
5850,21114
10920,20012
6404,42854
4212,19660
8440,36819
11653,37322
12601,21310
13051,18689
1613,28177
6258,3344
2695,2057
13332,19193
2290,23477
12785,9417
12978,39995
3649,887
10701,8585
13820,27767
2944,18831
13540,20290
1837,11531
1401,3592
3944,28343
12455,21396
12863,16739
7614,2632
12942,17906
13127,19057
13849,23547
4290,35448
5273,37191
2650,26015
2400,7464
12795,42382
7714,1781
9375,26108
2737,31588
9464,42193
6504,39340
13203,24969
4852,33594
3089,43924
8846,23661
11251,2396
1366,36914
1908,31849
11202,15780
8896,5493
2556,29723
4215,7112
6219,9985
8570,32017
13855,27641
11215,6793
4491,26925
9378,32578
13413,7712
911,20013
7399,34334
7426,36436
177,39228
2015,4097
7912,1020
11778,24313
11431,9477
2188,8255
13000,32420
7166,11585
8062,5966
8462,11465
5380,12440
10991,37490
5032,41177
464,32964
1913,28441
2196,3274
13072,15331
3585,21495
1874,10887
7769,3213
1459,35524
7389,17906
13815,22059
12749,1081
11629,32676
13026,22008
3771,17106
2521,30280
8359,17947
8184,640
3057,12503
13654,37959
954,28364
12143,3737
4233,16474
2519,34020
9351,42063
10504,21088
4112,28490
10546,36821
13899,19326
12038,272
10373,18415
8655,24221
11091,42426
8437,9388
1229,11280
13886,27585
13842,39810
5261,41477
5214,10858
5789,42262
11071,8053
6231,16996
5580,13581
4259,18241
2441,17911
5134,10217
4992,38998
10537,24912
8347,34867
5136,15439
11297,7866
3996,16558
1432,12212
1279,33269
4521,3647
1646,42817
12720,23925
1724,44113
9614,9911
1621,1779
9960,19442
1456,5191
9860,15305
10973,39766
4465,27290
5378,4748
7705,9287
10653,46
12044,29743
10721,7759
2088,23438
964,19586
1109,33224
10198,9855
697,17350
12108,30693
785,21349
8780,34297
584,35745
6959,19456
7335,13289
10843,6388
12772,35290
7881,39294
8119,33895
389,23017
5583,40485
4122,30216
11130,16103
3007,3405
10004,37261
10883,35112
4839,107
1968,15196
12950,27154
3353,29606
2912,37570
8731,5581
3736,5401
4553,39644
5402,30650
9028,30497
2136,20638
774,41425
10754,39016
11984,6178
5833,7270
5763,14975
9645,14038
7792,18757
8128,16168
157,23219
7924,25168
10846,43149
13545,6618
12056,21535
7447,25460
13611,20543
7010,304
12638,29757
8421,12684
3739,32696
5065,11026
13204,20891
10422,18716
8098,4562
3373,32848
7391,36532
9109,27408
3169,21581
13356,10170
11268,17117
8407,36745
7647,22044
1732,2125
13747,39421
5198,38052
9211,7177
739,25775
2127,18677
2856,24761
2163,998
336,43770
2763,37433
897,13118
5154,11232
12451,29752
13535,7441
290,19912
2282,43987
11802,15609
2425,29666
10646,27158
4936,28780
3701,29969
8563,27388
155,4091
11677,24946
10200,40240
4022,3744
6391,30925
13717,10197
2686,26280
8853,39777
12222,3325
9858,41401
13004,19642
6216,27483
1295,32995
12696,14864
2949,37487
11182,38441
7119,24112
9523,3200
7067,38039
231,7898
1124,41433
10443,14893
2689,8272
7301,37927
756,24816
2567,33358
10964,9553
10595,16268
181,18269
10799,14264
6314,5400
8238,29812
7063,29007
11229,41272
2868,1077
10791,7236
13691,23222
11597,16418
1795,32540
11957,34610
2795,37250
6910,33903
11916,23646
12877,21683
1742,23402
6133,7772
5259,41336
5615,8916
11605,13899
3782,1914
691,37066
4640,27069
8771,1943
8932,20389
11376,17716
4852,338
13140,23451
4479,10058
9007,27714
4828,8984
7176,19996
8785,36469
7212,26093
4824,12146
1768,38887
11354,23490
8401,31037
11266,29614
13056,28485
10023,2674
13640,34891
11898,11978
7273,23467
10540,41019
2389,27010
3725,3689
241,3749
12269,39111
3548,13666
4602,36899
5878,20642
7846,32501
10697,35798
5723,19231
8423,25047
3455,36804
3100,35668
3647,9639
113,20828
2337,21174
6413,13223
5192,37011
8735,18096
2043,1440
9232,38382
13760,20015
5713,5376
4331,23488
6996,41646
2015,25703
11264,20601
4283,2467
12302,40593
333,6929
299,22481
10894,9112
5647,40889
12627,29490
5022,43833
11675,9405
11259,33640
4485,12583
2782,864
5046,27685
6255,3056
12453,12187
5483,2683
9635,38047
12687,21833
5221,16998
13720,34641
911,11347
13509,40492
9107,7190
287,21771
1871,39711
3740,245
12911,32789
6409,29806
8537,13918
1883,5768
7469,28391
3795,10248
10750,3516
13786,34679
9454,22267
3988,10751
6906,29584
9383,8077
2774,18007
10134,15052
3999,4315
7355,28671
599,35222
9908,2016
10759,10237
10833,35569
9674,41792
11281,26368
6868,16353
3911,10347
13605,25157
812,14036
11771,16109
4529,2854
753,18621
5152,4177
4103,34924
12811,25921
5089,6830
4329,34655
3859,39240
11276,25131
4732,8392
2199,19325
9542,40668
6896,307
10769,35844
8670,30544
2702,7245
8480,6612
12094,22707
3814,19077
2676,33044
2660,5272
2858,7332
11085,11554
6423,31341
6086,11574
10626,21410
3501,20435
9018,24465
11159,42841
11407,20663
4875,18229
4272,7387
6571,6863
2699,40109
8276,26253
2477,9488
626,40404
6174,14605
12603,17428
729,27202
10056,3043
12091,10387
10657,11693
3,15226
8492,16694
6046,6662
12422,43022
10908,18262
13026,27379
5721,21220
7834,11938
6098,795
2985,6787
11480,36783
10953,40161
6334,38122
8121,36176
3401,27033
992,26428
9372,17359
9566,29791
765,20622
7386,28366
1600,13190
6555,11214
11862,7249
13101,4370
5262,8051
10242,28606
5350,38184
344,15399
6552,40884
1987,33056
3534,3196
10140,25452
2949,7451
9790,2926
11672,14516
11858,5311
3887,31818
11713,27409
5425,19281
7966,17106
8330,18548
3707,10775
2713,15458
4773,42312
3258,3981
9575,20887
3037,11577
8506,31892
2020,36182
3067,33263
11800,948
10735,23
11758,1129
11061,13987
1085,32323
11233,16161
1907,9809
13240,29613
9090,21726
584,6999
11843,39951
5971,23419
9780,18041
3740,20558
7176,21826
2986,8999
9992,36081
3611,15803
3435,11168
6505,35093
148,42408
2670,13339
11878,10754
710,5985
13465,18896
6039,43832
7499,363
1049,3455
10720,21005
1724,36024
11068,17602
6954,5350
8936,39964
10634,10048
12777,7751
3373,29394
5550,22464
10927,9400
3896,13687
2656,40804
11536,34276
6634,22788
465,14777
952,29528
4981,39352
13040,36696
7580,15798
13775,37000
478,5303
12164,38060
10839,909
4429,15124
4385,12878
2820,14240
12321,21436
11580,27314
6299,35355
13535,42104
6206,17716
4346,23236
12275,26130
1017,10535
3010,34575
11237,43061
8052,17190
3141,20532
9261,10968
1325,16456
10722,28
7742,8661
10101,25340
11221,39824
5028,9617
9650,10441
4035,36601
6578,13108
298,28647
255,26252
12774,15955
9055,16944
3843,40726
6813,20216
2676,10111
1188,40113
4595,21556
8894,16463
5805,13697
9827,1032
2970,23766
3286,15817
1932,17869
784,10438
3854,15454
11236,22223
13623,14259
2198,34319
460,12978
11862,37451
8187,18214
12837,36520
12486,10224
4267,39370
12612,20844
6128,3857
2473,12662
1300,15592
5083,6183
12126,7971
5764,34863
2830,30756
11634,19417
9962,13673
8585,17933
1051,8560
9401,65
6718,3300
10792,4850
1569,5640
4555,11056
7097,22059
12733,29428
12013,16981
11758,10867
6491,3890
2923,31336
2945,26163
13394,23914
10793,24688
12057,33221
3059,10996
4689,2632
9236,34955
12890,5968
13710,22759
6739,21743
2945,37117
260,26581
11773,34228
10796,1943
1014,28070
8400,21807
3599,14408
1086,14558
6142,16446
3934,17879
1353,17565
7704,13094
11713,35557
8801,26452
13614,43169
4899,24087
11483,16490
12721,28005
10871,20472
162,26285
9883,36694
5755,18293
4573,18434
8305,14569
11017,9467
3616,25522
667,36673
7177,15468
7927,32020
5490,10420
2353,16677
11189,29256
6134,31515
745,43183
5836,22651
13376,22755
6933,12166
2682,10684
7971,32557
3357,15443
1433,4861
5091,3730
11921,31352
5875,24347
2922,8620
13968,11165
5327,38879
2312,6956
3634,107
7940,4755
9324,21663
4478,6409
12265,40404
3056,1226
3321,12197
13973,4251
6932,15373
7126,17280
9385,30194
10611,26869
9226,38188
3811,28476
3509,2434
1543,10999
665,31134
2999,34070
13383,6859
13588,8951
2600,8939
1012,25169
10161,32100
13215,5645
7077,43847
7522,9261
6431,36076
1773,16489
710,396
12788,10846
10036,36060
12112,18395
7181,28458
12475,37306
10764,42629
4844,21353
3600,21147
11762,17436
4624,39387
1230,37492
12287,19969
8661,8540
7321,1264
5257,13306
301,24399
4970,43703
1414,32081
1236,10266
4722,32153
7484,27725
2785,30625
7418,34120
3350,39959
8376,29390
5308,16651
4203,26015
3115,10886
1952,7435
9091,30029
9231,1023
2884,24332
3970,2038
7700,8757
9897,17444
8230,34193
11210,4124
6150,16604
3977,406
11508,42598
7270,18703
13435,42720
12678,26251
7224,41752
5116,21443
4830,17694
2482,24006
13010,37698
6677,28989
13550,32334
9228,29993
13212,9523
5961,41471
2661,43533
1070,12122
7307,14220
9241,1618
1357,43017
5142,24277
9230,34352
10489,6705
13587,40757
7477,17960
6326,28523
3422,9954
5725,26568
13479,22561
12561,2614
2354,36661
10115,39502
1352,37200
559,24497
3389,17766
6869,25722
7526,3516
1325,4455
10941,40538
9171,22874
3900,8385
6514,13728
13715,3535
5845,33524
13327,31890
3951,25466
3230,30594
7048,21331
9211,8303
6129,12908
4684,24431
1641,41753
6160,7182
1189,12876
2506,27220
2712,36183
9049,15006
10610,42270
4240,14246
2870,6458
13288,6750
12946,33065
13165,9822
6723,32762
3250,38052
4065,13120
8067,7665
10327,29282
8870,40280
5510,31822
4426,38234
10390,24648
2037,4383
12742,16450
6121,17264
8396,24644
286,9409
9190,23607
13499,27604
956,5070
6806,19624
9370,16892
744,7705
4229,28291
11898,27461
7682,17510
8923,17270
1131,7976
4226,6566
2243,22468
12152,4871
11444,18910
11874,9118
11581,1939
5552,28391
6174,36001
12548,20129
2525,31782
1974,3466
12253,441
12000,5414
12413,11664
7637,38524
12393,37781
2106,19548
3468,16127
10430,39521
7452,6
10787,37545
12868,7039
1384,6415
1542,22124
3294,3971
6476,11051
10230,2607
7617,16483
6154,33294
3278,6338
13852,33949
5557,24452
3311,26266
3231,25715
3413,20876
2877,13058
9277,32401
7752,5923
5015,3072
13845,22026
10440,27504
6419,23766
6422,35561
8512,32783
871,18800
11124,35454
5303,27477
782,16213
624,9429
11729,31420
5162,8160
13318,24311
8175,36869
5613,39143
2248,6005
9581,38290
6189,11413
7069,11756
9813,19018
4869,3891
7787,28841
11183,17176
3198,9192
2535,152
4230,19448
12089,22752
7219,29176
5296,24289
939,37368
541,12275
4010,12219
3204,23793
1329,2978
6682,17227
13733,29023
321,3794
4238,1660
7280,37931
11246,43474
5653,16041
10117,4271
12066,13287
281,3604
11164,17601
2630,2292
2027,13124
11211,3812
9135,13348
2127,31277
1347,15514
5604,5143
5169,23247
13399,25508
1976,26715
364,12195
1725,7527
4500,19363
11490,4596
6234,30395
1669,15403
13478,27141
11179,22596
1790,42724
3353,24912
3357,25753
1540,19406
6358,24221
8506,33954
147,36054
10044,3448
5665,10663
7674,4900
1761,28583
13643,1936
6996,42214
2880,42043
814,10336
8692,17670
6950,8546
2389,40248
8358,38024
10340,18270
9516,37831
9854,7067
11969,10713
11240,15992
4577,35791
793,21650
7338,34316
13583,30807
9113,12211
6013,36973
443,40359
5469,34137
12195,15946
7964,29666
402,42478
3511,13645
13533,4918
10621,19869
13148,11878
4915,13225
11096,3053
3653,27273
4573,41151
11764,30669
6626,17317
4715,7241
10973,31560
3080,3239
8207,43176
8562,566
2642,21763
11051,5559
431,16376
10260,25711
3074,11104
12863,15175
4063,41491
1005,21794
2091,27598
3224,8754
5542,38398
6224,6319
5945,33070
4299,20152
7541,40275
12044,8702
8614,6963
10086,38198
409,30042
11832,7249
1229,19830
11033,2204
4971,25371
8197,35248
9807,10387
8442,435
5687,42999
1819,34475
3438,24645
981,38494
11360,18289
11092,3960
816,11144
7773,39594
9199,39116
3452,22541
965,35482
12395,29970
6846,11562
592,22579
1851,12788
1212,6513
11696,10597
2923,31747
13577,19931
1742,30202
13973,18688
7087,35990
11270,30184
13873,20759
6866,1083
237,41406
13607,30833
2856,17977
3530,38377
6717,5527
12947,31087
10718,21564
7164,6473
4607,2776
1943,15829
2791,17975
1812,22389
13773,15056
3167,18616
9354,37887
2881,22839
13504,40729
3886,12465
9575,40365
3966,7241
1901,4943
1599,19623
3403,13537
7212,1601
13399,5701
5143,38840
11238,10249
8358,17094
1785,19356
13674,17178
9631,19484
3398,43816
3208,38534
9169,27
12521,39462
10949,21707
7945,24661
6511,39378
1599,42083
10750,16259
10840,38078
9019,32780
10035,24155
4019,29685
8710,15390
11765,26325
9878,27686
4580,27196
12724,21798
13328,5775
12996,31634
8195,797
8779,40048
286,28390
8785,7189
5012,23697
5926,2025
9543,7667
10255,35986
4417,6585
13777,25463
10473,27045
7094,5286
9103,7371
11507,17904
7377,32500
9760,32369
9373,22996
12486,39625
1969,35201
9157,22842
4858,4867
10329,13567
8559,37823
9316,41877
11505,28553
12356,34550
1146,24915
12320,43831
9860,22334
11477,15959
12675,20955
7633,9639
7506,34148
12084,9676
11576,24055
6415,43035
12034,31662
2200,17185
13675,25823
402,10930
7832,5268
3454,36026
13359,12070
3271,982
1346,43437
5461,18473
11034,19337
1612,25588
6321,11657
5400,27327
9665,18511
5964,40832
8134,18976
4986,9666
5087,27098
2056,25742
12592,6438
2958,25186
10943,10376
10781,27108
6698,30485
13350,35630
4662,25836
6608,29744
4100,30918
11850,38996
9209,11425
12519,9644
12749,10311
11246,18952
278,26569
7850,15234
3453,13201
6710,21549
9685,10533
6892,23466
11083,21292
8823,42449
7773,30581
5793,26150
1368,21347
11254,10620
6748,39919
11336,1767
1191,3550
9592,18694
9202,31923
11368,42403
8097,34745
4342,12166
9315,23565
5409,35259
10264,25302
3449,20766
10798,7426
365,12858
1281,27464
12842,22445
12487,41458
12051,36745
6400,14206
2493,705
12816,5453
7090,38863
12522,3682
13877,20523
7394,18301
4277,9567
9998,7502
2325,1846
6606,39182
223,40759
9556,42397
3767,13231
9888,17755
4860,34405
4065,22565
7640,32363
12531,18228
13367,24761
13234,29724
5647,17216
722,5539
12084,21700
13875,43086
6684,12455
2139,41224
11839,21712
13266,15060
2436,1287
5979,34298
11501,42769
8280,39424
344,34646
3020,42710
5138,26486
1069,32268
9612,27087
7287,16485
9270,3088
9175,38597
11224,18676
10404,24681
2767,17078
13257,38175
7374,11433
7626,3492
9613,3393
8757,2269
2082,38401
185,36552
8816,28089
13043,14480
4154,25466
13121,22358
2868,5970
13254,8982
9973,21033
8478,41619
10273,24409
11910,24242
7504,17403
10472,25767
4535,3658
7442,21231
1103,18681
3878,17159
6741,19196
4393,42341
4763,35951
4382,12980
2147,7868
6104,15156
11595,13007
1811,4330
405,22552
4633,35866
1355,1405
13252,37870
4027,1370
11555,39434
679,18449
13977,35534
11086,24176
13920,717
7711,13851
8646,1712
2961,25802
5993,21752
2106,39030
6346,25174
5034,6087
4101,11224
1720,16221
11051,13393
985,20052
6173,2247
13342,20011
13851,2823
7131,24668
13844,17235
9018,30655
4056,9670
12988,21785
2599,29673
8901,1083
3901,11149
6195,27495
1814,40936
13056,9558
13653,36720
6781,41736
1682,39537
7095,14040
9898,2304
991,39926
5653,18282
8564,22210
4742,28174
9923,42288
10445,25191
2527,33013
3999,41717
13143,41784
11549,43788
6932,20192
1544,2780
4595,18231
5549,23406
9519,12804
4212,27826
8964,13699
10945,34561
2123,15377
13614,18119
6940,13118
3853,39984
5999,37957
4719,38050
10324,22243
10936,945
8943,31696
260,1512
13231,22503
4686,24806
684,26994
4619,8370
2916,35384
12545,17998
6604,15630
7788,31950
9549,2841
166,14052
11803,27524
13037,1775
3675,13263
8057,3872
363,8274
10063,17230
2557,27386
9555,42177
1110,29290
11009,3261
9370,32020
12388,3146
13364,31754
8079,7803
501,2264
7479,26914
6144,8156
6264,923
8077,6696
11363,20673
1080,38527
11890,19015
4580,7817
8996,25744
2713,40325
13854,28540
13136,30103
6384,38699
9698,11634
7023,23385
5463,3513
4716,6067
9772,31501
11237,13208
12938,20107
11221,14323
7661,34829
12401,19419
4765,2388
7753,8032
1098,1800
10753,35549
7599,33896
2561,24915
10225,40134
2034,14636
1730,40380
9985,7536
8190,42133
6360,2809
12814,13056
10378,27606
1990,26666
13723,32768
6619,4298
12527,43978
11685,20944
1168,33217
5279,5009
2497,21278
4990,16821
7426,6013
11499,22254
12324,29203
9438,29237
10732,1621
2051,33717
7118,9320
12845,16576
4002,12205
902,11953
8473,17788
4922,33873
13596,29377
13794,549
4619,11641
9594,26438
2379,22146
5408,7904
13693,18169
13153,26864
852,43382
12518,28549
4982,8991
3949,11468
12553,23902
10493,23302
3653,37007
9867,19645
1056,4368
3942,38420
6821,16205
3670,19756
9162,2094
2513,4002
4293,30784
1096,22941
5339,7811
11671,44041
7214,37323
4161,26009
2940,18902
9768,27434
11588,41466
8944,22190
5411,28731
11067,9237
517,7062
6810,18589
11968,3903
4361,34121
7644,34365
6411,41536
2805,33448
8739,28875
10684,20097
8164,12021
10262,41278
1752,21686
2636,38503
6858,15676
3170,24366
3259,22277
11253,12694
2148,23514
8574,23622
5832,23712
3312,40176
12141,27786
1542,2543
6104,17063
702,5367
4647,26466
1859,32287
9512,40179
9522,42604
9316,13648
2766,38310
6614,43202
4057,43316
12829,9861
13217,10746
3272,6819
3817,14102
5001,5029
13807,32726
7358,43723
13794,21088
5149,9439
9762,18157
11183,18549
903,39880
9265,24768
10750,38882
820,2564
10788,8499
11649,8132
7796,25108
1311,28794
4146,2697
2292,23706
2901,23398
9065,7705
1067,16443
11097,9766
5729,10003
13799,11391
7578,18947
2218,6642
8885,33710
11628,39310
319,15625
13936,9967
9127,23815
1909,34190
13096,5766
1201,30223
219,17224
3341,36770
13475,12648
3026,38017
13662,4960
12412,27258
3066,31985
2112,22213
7510,27216
2510,36658
12877,29058
3191,34095
1704,38670
812,36127
3656,34354
9303,13501
11852,16773
13720,3333
12988,22219
12757,35589
6877,15473
10247,4960
1143,17444
9644,25875
11713,1302
8402,43320
10382,24081
8000,20684
10088,29657
10433,22456
5673,4113
13929,16883
1715,32146
6643,41389
7476,32736
4875,7246
11237,2106
3887,42514
13854,21712
3036,5631
5790,3207
6496,18954
13192,35397
9264,10069
6292,13395
11353,1068
5545,15246
9070,9860
8527,29165
5969,39411
1648,15378
12865,36835
1107,33716
8473,20774
1976,33940
6894,6115
13335,32940
13770,12819
4681,9336
8717,42820
8525,6210
6542,43149
2440,3578
170,8381
9643,4077
5972,32926
6880,40546
5017,41206
8185,11096
2425,19180
4781,39969
1997,28401
12300,18762
4765,41810
7238,1811
13274,21575
2154,28563
235,40664
1884,18511
11913,6954
111,39092
13469,22132
12635,26884
559,38374
4566,5892
1922,35845
11315,18729
8806,33388
6051,11095
184,2408
4910,12645
2946,35773
2938,20299
13012,43447
10171,36808
12458,34073
9212,38399
12021,28670
6638,30162
5996,7283
1064,26540
1189,3308
6219,17746
7442,39434
3290,37063
1499,34556
11651,1074
7035,32684
4385,25742
4077,22287
12610,3600
12300,27294
5650,15390
8049,44114
12843,12319
4808,3056
3187,17044
4254,6321
6403,39282
10361,4643
7573,27159
8571,9322
5028,14433
5021,22758
9474,37235
4064,26045
3060,21972
4414,25728
9070,22560
7203,8285
9236,43527
4034,17666
139,27477
1905,10992
4661,19562
10368,4512
11785,10797
9116,3882
2004,15669
6459,35182
2676,34313
786,28107
12306,27223
13773,15730
1026,4785
13223,38395
8005,37283
13956,33914
6477,9103
3501,38219
8434,17951
1127,4508
1406,37017
8674,13524
3216,24668
1968,3993
11875,41291
9202,8028
10165,22145
6876,25531
3843,15306
372,43562
10264,21732
1954,20674
11323,33298
11658,25843
6024,23828
6887,37503
4808,26174
10469,18910
4770,31008
1265,12986
8776,22526
10812,35511
9469,37404
12766,37194
12545,41430
10775,3831
10163,534
5403,20947
2557,23505
13745,28256
9917,36856
13587,41722
382,41851
6048,35124
4377,34724
2002,35740
1256,5540
224,7494
6432,35605
2458,21312
8246,37708
6078,3645
238,20446
8302,35935
7564,9512
339,184
1021,9476
3273,19231
2271,26009
5097,11333
981,42757
8627,4723
10338,15195
3493,26632
13816,27913
12237,17167
8592,15977
9194,38624
2749,12047
12079,33445
7487,23635
12329,4091
1466,30009
7230,22108
415,8383
4749,9035
12346,8527
5395,24074
6856,1111
6949,16446
5600,387
9418,18585
10865,34452
6648,30550
4137,6322
11654,24441
9104,31567
13577,41447
7593,32522
6731,23799
7457,13566
106,23028
289,41501
2632,32096
2937,5632
2324,24330
3104,43021
8079,37938
13038,6788
2172,38001
7940,26876
3962,24515
13502,22581
4968,20292
8730,4289
392,6735
13190,17465
5951,39009
9131,7815
1110,43155
1479,7852
9684,1601
8840,6867
2445,3693
12803,20374
1364,33101
1355,14848
7796,14508
8471,9964
4658,6107
6992,7334
10697,31914
13689,31284
5767,39424
12718,38077
10496,29816
5688,20585
11959,25383
6250,1065
5638,41849
7335,43884
4778,6821
1976,8513
12583,36726
8808,19616
10174,39777
10839,17885
3904,17953
5902,9712
4978,20474
7301,18250
4250,9598
4768,21985
12703,16389
13841,40728
11766,18783
13305,6609
1504,33116
9981,42774
12951,6501
5292,35343
7547,20210
8813,20978
10947,38041
2267,41463
13253,3522
374,1301
11251,27076
4072,23980
2764,30803
11180,12226
7920,11482
10038,21218
4076,37154
4864,14756
5342,24915
10648,35593
4522,26270
13556,38733
6230,24556
5668,19875
4226,36536
9995,7926
13826,3108
7284,20853
10973,30184
11182,27618
13762,8723
4630,22632
2871,31623
9406,7884
11275,19709
12546,17198
12530,21135
7792,40387
8481,33551
757,14643
8766,20440
8139,32244
4313,40558
9710,24584
5155,28350
10995,14003
11462,19524
5969,5008
5676,20436
12101,40344
2109,25094
3884,11295
13092,38406
10730,10909
9198,12700
13743,34634
7243,1377
7861,14256
11500,13648
2459,38177
3724,8164
6014,39052
5770,34745
11759,6444
